species_slug,filename,specimen,view,cause,detail,cdn_status,displayed_as,filename_name_differs,family,common_name,image_url,species_page_url
trichopolia-incincta,Protorthodes incincta-C-D.jpg,C,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Banded Quaker Moth,https://moths.pnwinsects.org/trichopolia-incincta/Protorthodes%20incincta-C-D.jpg,https://moths.pnwinsects.org/species/trichopolia-incincta/
trichopolia-incincta,Protorthodes incincta-C-V.jpg,C,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Banded Quaker Moth,https://moths.pnwinsects.org/trichopolia-incincta/Protorthodes%20incincta-C-V.jpg,https://moths.pnwinsects.org/species/trichopolia-incincta/
trichopolia-oviduca,Protorthodes oviduca-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Ruddy Quaker Moth,https://moths.pnwinsects.org/trichopolia-oviduca/Protorthodes%20oviduca-A-V.jpg,https://moths.pnwinsects.org/species/trichopolia-oviduca/
trichopolia-rufula,Protorthodes perforata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Rufous Quaker Moth,https://moths.pnwinsects.org/trichopolia-rufula/Protorthodes%20perforata-A-V.jpg,https://moths.pnwinsects.org/species/trichopolia-rufula/
trichopolia-rufula,Protorthodes rufula-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Rufous Quaker Moth,https://moths.pnwinsects.org/trichopolia-rufula/Protorthodes%20rufula-A-D.jpg,https://moths.pnwinsects.org/species/trichopolia-rufula/
trichopolia-rufula,Protorthodes rufula-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,1,Noctuidae,Rufous Quaker Moth,https://moths.pnwinsects.org/trichopolia-rufula/Protorthodes%20rufula-A-V.jpg,https://moths.pnwinsects.org/species/trichopolia-rufula/
trichordestra-dodii,Trichordestra dodii-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trichordestra-dodii/Trichordestra%20dodii-A-V.jpg,https://moths.pnwinsects.org/species/trichordestra-dodii/
trichordestra-lilacina,Trichordestra lilacina-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Aster Cutworm Moth,https://moths.pnwinsects.org/trichordestra-lilacina/Trichordestra%20lilacina-A-V.jpg,https://moths.pnwinsects.org/species/trichordestra-lilacina/
trichordestra-lilacina,Trichordestra lilacina-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Aster Cutworm Moth,https://moths.pnwinsects.org/trichordestra-lilacina/Trichordestra%20lilacina-B-D.jpg,https://moths.pnwinsects.org/species/trichordestra-lilacina/
trichordestra-lilacina,Trichordestra lilacina-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Aster Cutworm Moth,https://moths.pnwinsects.org/trichordestra-lilacina/Trichordestra%20lilacina-B-V.jpg,https://moths.pnwinsects.org/species/trichordestra-lilacina/
trichordestra-liquida,Trichordestra liquida-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trichordestra-liquida/Trichordestra%20liquida-A-V.jpg,https://moths.pnwinsects.org/species/trichordestra-liquida/
trichordestra-tacoma,Trichordestra tacoma-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trichordestra-tacoma/Trichordestra%20tacoma-A-V.jpg,https://moths.pnwinsects.org/species/trichordestra-tacoma/
tridepia-nova,Tridepia nova-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tridepia-nova/Tridepia%20nova-A-V.jpg,https://moths.pnwinsects.org/species/tridepia-nova/
triocnemis-saporis,Triocnemis saporis-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/triocnemis-saporis/Triocnemis%20saporis-A-V.jpg,https://moths.pnwinsects.org/species/triocnemis-saporis/
tristyla-alboplagiata,Tristyla alboplagiata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tristyla-alboplagiata/Tristyla%20alboplagiata-A-V.jpg,https://moths.pnwinsects.org/species/tristyla-alboplagiata/
trudestra-hadeniformis,Trudestra hadeniformis-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trudestra-hadeniformis/Trudestra%20hadeniformis-B-V.jpg,https://moths.pnwinsects.org/species/trudestra-hadeniformis/
tyria-jacobaeae,Tyria jacobaeae-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Cinnabar Moth,https://moths.pnwinsects.org/tyria-jacobaeae/Tyria%20jacobaeae-A-V.jpg,https://moths.pnwinsects.org/species/tyria-jacobaeae/
tyta-luctuosa,Tyta luctuosa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tyta-luctuosa/Tyta%20luctuosa-A-V.jpg,https://moths.pnwinsects.org/species/tyta-luctuosa/
ufeus-satyricus,Ufeus satyricus-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Grote's Satyr Moth,https://moths.pnwinsects.org/ufeus-satyricus/Ufeus%20satyricus-A-V.jpg,https://moths.pnwinsects.org/species/ufeus-satyricus/
ufeus-satyricus,Ufeus satyricus-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Grote's Satyr Moth,https://moths.pnwinsects.org/ufeus-satyricus/Ufeus%20satyricus-B-V.jpg,https://moths.pnwinsects.org/species/ufeus-satyricus/
ulolonche-dilecta,Ulolonche dilecta-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-dilecta/Ulolonche%20dilecta-A-V.jpg,https://moths.pnwinsects.org/species/ulolonche-dilecta/
ulolonche-disticha,Ulolonche disticha-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-disticha/Ulolonche%20disticha-A-V.jpg,https://moths.pnwinsects.org/species/ulolonche-disticha/
ulolonche-disticha,Ulolonche disticha-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-disticha/Ulolonche%20disticha-B-V.jpg,https://moths.pnwinsects.org/species/ulolonche-disticha/
ulolonche-orbiculata,Ulolonche orbiculata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-orbiculata/Ulolonche%20orbiculata-A-V.jpg,https://moths.pnwinsects.org/species/ulolonche-orbiculata/
ulolonche-orbiculata,Ulolonche orbiculata-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-orbiculata/Ulolonche%20orbiculata-B-D.jpg,https://moths.pnwinsects.org/species/ulolonche-orbiculata/
ulolonche-orbiculata,Ulolonche orbiculata-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/ulolonche-orbiculata/Ulolonche%20orbiculata-B-V.jpg,https://moths.pnwinsects.org/species/ulolonche-orbiculata/
virbia-ferruginosa,Virbia ferruginosa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-A-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-B-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-C-V.jpg,C,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-C-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-D-V.jpg,D,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-D-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-E-D.jpg,E,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-E-D.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-E-V.jpg,E,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-E-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-F-D.jpg,F,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-F-D.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-F-V.jpg,F,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-F-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-G-D.jpg,G,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-G-D.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-G-V.jpg,G,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-G-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-H-D.jpg,H,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-H-D.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
virbia-ferruginosa,Virbia ferruginosa-H-V.jpg,H,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Erebidae,Rusty Holomelina Moth,https://moths.pnwinsects.org/virbia-ferruginosa/Virbia%20ferruginosa-H-V.jpg,https://moths.pnwinsects.org/species/virbia-ferruginosa/
viridiseptis-marina,Viridiseptis marina-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/viridiseptis-marina/Viridiseptis%20marina-A-V.jpg,https://moths.pnwinsects.org/species/viridiseptis-marina/
xanthia-tatago,Xanthia tatago-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Pink-banded Sallow Moth,https://moths.pnwinsects.org/xanthia-tatago/Xanthia%20tatago-A-V.jpg,https://moths.pnwinsects.org/species/xanthia-tatago/
xestia-atrata,Xestia atrata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-atrata/Xestia%20atrata-A-V.jpg,https://moths.pnwinsects.org/species/xestia-atrata/
xestia-atrata,Xestia atrata-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-atrata/Xestia%20atrata-B-D.jpg,https://moths.pnwinsects.org/species/xestia-atrata/
xestia-atrata,Xestia atrata-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-atrata/Xestia%20atrata-B-V.jpg,https://moths.pnwinsects.org/species/xestia-atrata/
xestia-bryanti,Xestia bryanti-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-bryanti/Xestia%20bryanti-A-V.jpg,https://moths.pnwinsects.org/species/xestia-bryanti/
xestia-cinerascens,Xestia cinerascens-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-cinerascens/Xestia%20cinerascens-A-V.jpg,https://moths.pnwinsects.org/species/xestia-cinerascens/
xestia-fabulosa,Xestia fabulosa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-fabulosa/Xestia%20fabulosa-A-V.jpg,https://moths.pnwinsects.org/species/xestia-fabulosa/
xestia-finatimis,Xestia finatimis-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-finatimis/Xestia%20finatimis-A-V.jpg,https://moths.pnwinsects.org/species/xestia-finatimis/
xestia-finatimis,Xestia finatimis-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-finatimis/Xestia%20finatimis-B-D.jpg,https://moths.pnwinsects.org/species/xestia-finatimis/
xestia-finatimis,Xestia finatimis-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-finatimis/Xestia%20finatimis-B-V.jpg,https://moths.pnwinsects.org/species/xestia-finatimis/
xestia-imperita,Xestia imperita-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-imperita/Xestia%20imperita-A-V.jpg,https://moths.pnwinsects.org/species/xestia-imperita/
xestia-infimatis,Xestia infimatis-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-infimatis/Xestia%20infimatis-A-V.jpg,https://moths.pnwinsects.org/species/xestia-infimatis/
xestia-infimatis,Xestia infimatis-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-infimatis/Xestia%20infimatis-B-D.jpg,https://moths.pnwinsects.org/species/xestia-infimatis/
xestia-infimatis,Xestia infimatis-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-infimatis/Xestia%20infimatis-B-V.jpg,https://moths.pnwinsects.org/species/xestia-infimatis/
xestia-intermedia,Xestia intermedia-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-intermedia/Xestia%20intermedia-A-V.jpg,https://moths.pnwinsects.org/species/xestia-intermedia/
xestia-lupa,Xestia lupa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-lupa/Xestia%20lupa-A-V.jpg,https://moths.pnwinsects.org/species/xestia-lupa/
xestia-lyngei,Xestia lyngei-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-lyngei/Xestia%20lyngei-A-V.jpg,https://moths.pnwinsects.org/species/xestia-lyngei/
xestia-maculata,Xestia maculata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-maculata/Xestia%20maculata-A-V.jpg,https://moths.pnwinsects.org/species/xestia-maculata/
xestia-mixta,Xestia mixta-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-mixta/Xestia%20mixta-A-V.jpg,https://moths.pnwinsects.org/species/xestia-mixta/
xestia-mustelina,Xestia mustelina-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-mustelina/Xestia%20mustelina-A-V.jpg,https://moths.pnwinsects.org/species/xestia-mustelina/
xestia-normanianus,Xestia normanianus-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Norman's Dart Moth,https://moths.pnwinsects.org/xestia-normanianus/Xestia%20normanianus-A-V.jpg,https://moths.pnwinsects.org/species/xestia-normanianus/
xestia-normanianus,Xestia normanianus-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Norman's Dart Moth,https://moths.pnwinsects.org/xestia-normanianus/Xestia%20normanianus-B-D.jpg,https://moths.pnwinsects.org/species/xestia-normanianus/
xestia-normanianus,Xestia normanianus-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Norman's Dart Moth,https://moths.pnwinsects.org/xestia-normanianus/Xestia%20normanianus-B-V.jpg,https://moths.pnwinsects.org/species/xestia-normanianus/
xestia-oblata,Xestia oblata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Rosy Dart Moth,https://moths.pnwinsects.org/xestia-oblata/Xestia%20oblata-A-V.jpg,https://moths.pnwinsects.org/species/xestia-oblata/
xestia-okakensis,Xestia okakensis-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-okakensis/Xestia%20okakensis-A-V.jpg,https://moths.pnwinsects.org/species/xestia-okakensis/
xestia-perquiritata,Xestia perquiritata-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-perquiritata/Xestia%20perquiritata-A-V.jpg,https://moths.pnwinsects.org/species/xestia-perquiritata/
xestia-perquiritata,Xestia perquiritata-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-perquiritata/Xestia%20perquiritata-B-D.jpg,https://moths.pnwinsects.org/species/xestia-perquiritata/
xestia-perquiritata,Xestia perquiritata-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-perquiritata/Xestia%20perquiritata-B-V.jpg,https://moths.pnwinsects.org/species/xestia-perquiritata/
xestia-plebeia,Xestia plebeia-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-plebeia/Xestia%20plebeia-A-V.jpg,https://moths.pnwinsects.org/species/xestia-plebeia/
xestia-praevia,Xestia praevia-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Praevia Dart Moth,https://moths.pnwinsects.org/xestia-praevia/Xestia%20praevia-A-V.jpg,https://moths.pnwinsects.org/species/xestia-praevia/
xestia-smithii,Xestia smithii-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Smith's Dart Moth,https://moths.pnwinsects.org/xestia-smithii/Xestia%20smithii-A-V.jpg,https://moths.pnwinsects.org/species/xestia-smithii/
xestia-smithii,Xestia smithii-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Smith's Dart Moth,https://moths.pnwinsects.org/xestia-smithii/Xestia%20smithii-B-D.jpg,https://moths.pnwinsects.org/species/xestia-smithii/
xestia-smithii,Xestia smithii-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Smith's Dart Moth,https://moths.pnwinsects.org/xestia-smithii/Xestia%20smithii-B-V.jpg,https://moths.pnwinsects.org/species/xestia-smithii/
xestia-speciosa,Xestia speciosa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-speciosa/Xestia%20speciosa-A-V.jpg,https://moths.pnwinsects.org/species/xestia-speciosa/
xestia-tecta,Xestia tecta-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-tecta/Xestia%20tecta-A-V.jpg,https://moths.pnwinsects.org/species/xestia-tecta/
xestia-ursae,Xestia ursae-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-ursae/Xestia%20ursae-A-V.jpg,https://moths.pnwinsects.org/species/xestia-ursae/
xestia-vernilis,Xestia vernilis-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-vernilis/Xestia%20vernilis-A-V.jpg,https://moths.pnwinsects.org/species/xestia-vernilis/
xestia-verniloides,Xestia verniloides-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-verniloides/Xestia%20verniloides-A-V.jpg,https://moths.pnwinsects.org/species/xestia-verniloides/
xestia-verniloides,Xestia verniloides-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-verniloides/Xestia%20verniloides-B-D.jpg,https://moths.pnwinsects.org/species/xestia-verniloides/
xestia-verniloides,Xestia verniloides-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xestia-verniloides/Xestia%20verniloides-B-V.jpg,https://moths.pnwinsects.org/species/xestia-verniloides/
xestia-xanthographa,Xestia xanthographa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Square-spot Rustic Moth,https://moths.pnwinsects.org/xestia-xanthographa/Xestia%20xanthographa-A-V.jpg,https://moths.pnwinsects.org/species/xestia-xanthographa/
xylena-brucei,Xylena brucei-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylena-brucei/Xylena%20brucei-A-V.jpg,https://moths.pnwinsects.org/species/xylena-brucei/
xylena-brucei,Xylena brucei-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylena-brucei/Xylena%20brucei-B-D.jpg,https://moths.pnwinsects.org/species/xylena-brucei/
xylena-brucei,Xylena brucei-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylena-brucei/Xylena%20brucei-B-V.jpg,https://moths.pnwinsects.org/species/xylena-brucei/
xylena-cineritia,Xylena cineritia-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Gray Swordgrass Moth,https://moths.pnwinsects.org/xylena-cineritia/Xylena%20cineritia-A-V.jpg,https://moths.pnwinsects.org/species/xylena-cineritia/
xylena-curvimacula,Xylena curvimacula-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,Dot-and-Dash Swordgrass Moth,https://moths.pnwinsects.org/xylena-curvimacula/Xylena%20curvimacula-A-V.jpg,https://moths.pnwinsects.org/species/xylena-curvimacula/
xylena-nupera,Xylena nupera-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,American Swordgrass Moth,https://moths.pnwinsects.org/xylena-nupera/Xylena%20nupera-A-V.jpg,https://moths.pnwinsects.org/species/xylena-nupera/
xylena-thoracica,Xylena thoracica-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylena-thoracica/Xylena%20thoracica-A-V.jpg,https://moths.pnwinsects.org/species/xylena-thoracica/
xylomoia-chagnoni,Xylomoia chagnoni-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylomoia-chagnoni/Xylomoia%20chagnoni-A-V.jpg,https://moths.pnwinsects.org/species/xylomoia-chagnoni/
xylomoia-chagnoni,Xylomoia chagnoni-B-V.jpg,B,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/xylomoia-chagnoni/Xylomoia%20chagnoni-B-V.jpg,https://moths.pnwinsects.org/species/xylomoia-chagnoni/
