species_slug,record_type,latitude,longitude,state,county,locality,elevation_ft,year,month,day,collector,collection,notes,district_id,record_id
hypena-californica,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1960,3,20,Don Frechin,WSU,,US:53035,14475
drasteria-sabulosa,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1982,6,12,D. W. Knight,JHS,,CA:5903,14476
sutyna-privata,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1987,8,21,J. Shepard,JHS,,CA:5903,14477
apamea-niveivenosa,specimen,46.755,-116.91,ID,Latah,"Moscow, 1.5mE",2695,,6,21,J. J. Madenjian,WFBM,,US:16057,14478
setagrotis-pallidicollis,specimen,47.63,-120.44,WA,Chelan,Chumstick Mt.,4586,2002,8,22,L. G. Crabo,LGCC,,US:53007,14479
euxoa-lewisi,specimen,44.425,-121.833,OR,Jefferson,Santiam Pass,4877,1995,8,2,,OSAC,,US:41031,14480
homorthodes-fractura,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1962,7,12,Don Frechin,WSU,,US:53035,14481
drasteria-ochracea,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1972,7,14,J. Shepard,JHS,,CA:5903,14482
apamea-antennata,specimen,46.67,-116.98,ID,Latah,Paradise Ridge,3497,2003,6,24,R. S. Zack,WSU,,US:16057,14483
nadata-gibbosa,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1998,5,23,J. & S. Shepard,WSU,,CA:5903,14484
caradrina-montana,specimen,47.785,-117.416,WA,Spokane,Dartford,1590,1969,6,8,R. D. Gray,WSU,,US:53063,14485
lithophane-petulca,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1988,4,13,Jon Shepard,JHS,,CA:5903,14486
mesogona-subcuprea,specimen,47.16,-120.61,WA,Kittitas,Reecer Cr. @ Johnson Cyn.,2834,1990,9,1,L. G. Crabo,LGCC,paratype,US:53037,14487
euxoa-plagigera,specimen,42.421,-118.411,OR,Harney,T36S R35E s.8,4000,1979,7,23,Neil Cobb,OSAC,,US:41025,14488
hypena-humuli,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1981,5,9,D. W. Knight,JHS,,CA:5903,14489
caradrina-montana,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,1898,8,19,C. V. Piper,WSU,,US:53075,14490
euxoa-atomaris,specimen,46.9,-119.94,WA,Grant,"Wanapum Dam, 1.5 mi. NNE",1054,1990,8,18,L. G. Crabo,LGCC,,US:53025,14491
tyria-jacobaeae,specimen,44.217,-122.233,OR,Lane,HJA Admin. Site,1500,1986,6,1,J. C. Miller,OSAC,11 mi. E. Blue River,US:41039,14492
schinia-intermontana,specimen,46.86,-120.86,WA,Kittitas,Umtanum Ridge,3356,2001,5,24,L. G. Crabo,LGCC,,US:53037,14493
cucullia-dorsalis,specimen,48,-119.62,WA,Okanogan,"Bridgeport SP, W",1047,1996,7,12,L. G. Crabo,LGCC,,US:53047,14494
ceranemota-tearlei,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1981,9,8,D. W. Knight,JHS,,CA:5903,14495
dasychira-grisefacta,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1961,7,10,D. Frechin,WSU,,US:53035,14496
cryphia-cuerva,specimen,48.654,-120.506,WA,Okanogan,Lost R.,2403,2004,6,25,L. & E. Crabo,LGCC,,US:53047,14497
lacinipolia-davena,specimen,49.09,-119.66,BC,Okanagan-Similkameen,Mt. Kobau,4357,1998,7,17,Crabo/Troubridge,LGCC,,CA:5907,14498
setagrotis-pallidicollis,specimen,48.64,-120.47,WA,Okanogan,"Methow Valley, NW",3083,1987,8,1,L. G. Crabo,LGCC,,US:53047,14499
homorthodes-furfurata,specimen,47.54,-120.74,WA,Chelan,Icicle Cr.,1804,1994,7,2,L. G. Crabo,WSU,,US:53007,14500
drasteria-ochracea,specimen,46.094,-117.846,WA,Columbia,Dayton,3000,1959,5,7,R. E. Miller,WFBM,,US:53013,14501
homorthodes-communis,specimen,47.102,-122.473,WA,Pierce,"McChord AFB, 2 km W of Spanaway",341,2010,7,10,D. Grosboll,WSU,,US:53053,14502
arctia-caja,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1914,12,7,O. Huelleman,WFBM,,US:16079,14503
andropolia-theodori,specimen,46.094,-117.846,WA,Columbia,Dayton,5000,1963,7,27,R. E. Miller,WFBM,,US:53013,14504
apamea-spaldingi,specimen,44.525,-117.179,OR,Baker,Connor Cr. Rd.,3000,1991,5,22,J. P. Pelham,WSU,,US:41001,14505
apamea-longula,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,1965,10,3,R. E. Miller,WFBM,,US:16047,14506
xylotype-arcadia,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1987,9,12,J. Shepard,JHS,,CA:5903,14507
lacinipolia-pensilis,specimen,47.66,-119.62,WA,Douglas,"Jameson L., SW end",1967,1999,6,12,L. & E. Crabo,LGCC,,US:53017,14508
aseptis-characta,specimen,50.53,-121.71,BC,Thompson-Nicola,Kirby Flat Rd.,3546,1999,7,11,L. G. Crabo,LGCC,no date on label,CA:5933,14509
egira-crucialis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1988,,,J. Shepard,WFBM,,CA:5903,14510
drasteria-ochracea,specimen,44.52,-117.23,OR,Baker,Upper Fox Cr.,3354,1991,5,23,J. P. Pelham,LGCC,,US:41001,14511
autographa-mappa,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1937,7,1,O. Huelleman,WFBM,,US:16079,14512
cryphia-cuerva,specimen,46.63,-117.33,WA,Whitman,Wawawai,300,1992,9,2,J. H. Shepard,JHS,,US:53075,14513
phyllodesma-americana,specimen,45.009,-123.13,OR,Polk,Zena,285,1959,4,23,Jean Fisher,OSAC,,US:41053,14514
sympistis-seth,specimen,43.868,-117.454,OR,Malheur,"Vale, 13mS",2670,2001,9,22,Crabo/Troubridge,WSU,,US:41045,14515
antheraea-polyphemus,specimen,43.838,-123.239,OR,Lane,Lorane,679,1995,7,21,,OSAC,,US:41039,14516
pseudothyatira-cymatophoroides,specimen,48.543,-117.574,WA,Stevens,Flodelle Creek CG,3060,1992,6,23,Pelham/Crawford,Sight,,US:53065,14517
acronicta-grisea,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1983,7,1,M. M. Furniss,WFBM,,US:16057,14518
euxoa-comosa,specimen,44.677,-121.719,OR,Jefferson,"Mt. Jefferson, nr.",5327,1994,8,31,,OSAC,,US:41031,14519
anarta-trifolii,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1953,7,31,W. F. Barr,WFBM,"Det. W. C. Cook, 1953",US:16057,14520
xylena-curvimacula,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1988,3,19,J. Shepard,JHS,,CA:5903,14521
caenurgina-erechtea,specimen,46.827,-123.014,WA,Thurston,"WDFW Scatter Creek, S unit",184,1997,7,12,L. G. Crabo,LGCC,,US:53067,14522
abagrotis-scopeops,specimen,45.52,-123.06,OR,Washington,Cornelius,180,1932,9,4,,OSAC,,US:41067,14523
orthosia-hibisci,specimen,48.68,-117.432,WA,Pend Oreille,"Tiger, 1.4mW",2506,1997,5,14,L. G. Crabo,LGCC,,US:53051,14524
aseptis-binotata,specimen,45.468,-116.554,ID,Idaho,Sheep Cr.,1640,1990,6,7,F. W. Merickel,WFBM,,US:16049,14525
paraseptis-adnixa,specimen,47.606,-122.332,WA,King,Seattle,177,1966,8,24,Don Frechin,WSU,,US:53033,14526
hypena-bijugalis,specimen,49.12,-116.16,BC,Central Kootenay,Goatfell,2600,1990,6,29,D. W. Knight,JHS,,CA:5903,14527
erinnyis-ello,specimen,42.231,-121.798,OR,Klamath,Klamath Falls,4100,1955,9,15,V. Roth,ODAC,worn,US:41035,14528
acronicta-oblinita,specimen,53.566,-113.822,AB,,Wagner Natural Area,2195,1999,6,5,A. Ngui,ANC,Schmidt File,,14529
hypena-decorata,specimen,47.613,-122.596,WA,Kitsap,Illahee,5,1960,3,16,Don Frechin,WSU,specimen not found,US:53035,14530
resapamea-passer,specimen,49.694,-112.842,AB,,Lethbridge,2968,1922,8,21,Walter Carter,WFBM,,,14531
drepana-arcuata,specimen,49.533,-115.617,BC,East Kootenay,Cranbrook: Rampart reststop,2700,2010,,,W. D. Nicholson,WDN,,CA:5901,14532
homorthodes-communis,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1959,9,1,Don Frechin,WSU,,US:53035,14533
xylomoia-indirecta,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1998,7,17,J. & S. Shepard,WSU,,CA:5903,14534
xestia-smithii,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,9,8,A. V. Z. Brower,OSAC,,US:41003,14535
lasionycta-perplexa,specimen,47.09,-120.93,WA,Kittitas,Gnat Flat,4531,1988,7,15,L. G. Crabo,LGCC,,US:53037,14536
antheraea-polyphemus,specimen,48.945,-118.088,WA,Stevens,Limestone Cr. #44,3395,2014,6,30,Loggers/Shepard,JHS,,US:53065,14537
anhimella-contrahens,specimen,46.5074,-119.6981,WA,Benton,Rattlesnake Springs Crossing,675,1998,8,2,D. L. Strenge,DLSC,,US:53005,14538
catocala-californica,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1950,9,15,O. Huelleman,WFBM,,US:16079,14539
lophocampa-argentata,specimen,44.939,-123.061,OR,Polk,West Salem,161,1947,6,,J. E. Davis,ODAC,,US:41053,14540
melipotis-jucunda,specimen,46.665,-119.359,WA,Franklin,Wahluke Wildlife area,735,2002,8,9,R. S. Zack,WSU,,US:53021,14541
neoligia-lancea,specimen,46.982,-119.451,WA,Grant,Potholes,1113,2001,5,23,L. & E. Crabo,LGCC,,US:53025,14542
lygephila-victoria,specimen,50.53,-121.71,BC,Thompson-Nicola,Kirby Flat Rd.,3546,2002,7,12,L. & E. Crabo,LGCC,,CA:5933,14543
afotella-cylindrica,specimen,46.5074,-119.6981,WA,Benton,Rattlesnake Springs Crossing,675,2001,7,29,D. L. Strenge,DLSC,,US:53005,14544
lacinipolia-stricta,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1998,8,29,J. & S. Shepard,WSU,,CA:5903,14545
leucoma-salicis,specimen,48.648,-119.464,WA,Okanogan,"Tonasket, 4mS",900,1962,8,1,J. E. Halfhill,WFBM,,US:53047,14546
xestia-c-nigrum,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1977,8,15,Victor McHenry,OSAC,,US:41031,14547
copablepharon-absidum,specimen,46.5074,-119.6981,WA,Benton,Rattlesnake Springs Crossing,675,2001,5,22,D. L. Strenge,DLSC,,US:53005,14548
coloradia-pandora,specimen,42.29,-120.14,OR,Lake,Drake Pk.,7860,1995,8,2,Crabo/Troubridge,LGCC,,US:41037,14549
euxoa-brevipennis,specimen,42.545,-117.164,OR,Malheur,Three Forks,4016,1962,10,1,Kenneth Goeden,OSAC,,US:41045,14550
heliothis-phloxiphaga,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1926,7,24,O. Huelleman,WFBM,,US:16079,14551
callizzia-amorata,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2002,7,16,A. V. Z. Brower,OSAC,,US:41003,14552
catocala-semirelicta,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1987,9,1,J. Shepard,JHS,,CA:5903,14553
polia-piniae,specimen,48.668,-117.48,WA,Pend Oreille,Tiger Mdws.,3241,1998,7,17,L. & A. Crabo,LGCC,,US:53051,14554
lacinipolia-anguina,specimen,48.64,-120.46,WA,Okanogan,Lost R. Rd.; 2.1 mi SE Lost R.,3841,1997,7,25,L. G. Crabo,LGCC,,US:53047,14555
pyrrharctia-isabella,specimen,47.648,-117.091,WA,Spokane,Liberty Lake,2049,1951,6,4,,WSU,,US:53063,14556
hypena-humuli,specimen,47.613,-122.596,WA,Kitsap,Illahee,5,1960,7,20,Don Frechin,WSU,,US:53035,14557
gluphisia-severa,specimen,47.9,-118.495,WA,Ferry,"Jim Mtn., 1.5mS",2075,2006,4,27,L. G. Crabo,LGCC,,US:53019,14558
acronicta-mansueta,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1961,6,18,Phyliss Stecker,WFBM,,US:16057,14559
proserpinus-clarkiae,specimen,46.77,-118.17,WA,Adams,"Hooper Jct., E",1382,1993,5,25,Jon H. Shepard,JHS,,US:53001,14560
meganola-minuscula,specimen,48.32,-123.54,BC,Capital,Rocky Point CDN,0,1995,4,29,Jon H. Shepard,JHS,,CA:5917,14561
enargia-decolor,specimen,47.142,-120.739,WA,Kittitas,Swauk Cr.; site 3,1857,2008,9,5,P. J. Landolt,WSU,,US:53037,14562
apamea-cuculliformis,specimen,44.55,-117.666,OR,Baker,Burnt R. Cyn.,3179,2007,6,15,L. G. Crabo,LGCC,,US:41001,14563
apantesis-ornata,specimen,45.933,-118.387,OR,Umatilla,Freewater,1033,1947,5,18,J. E. Davis,ODAC,,US:41059,14564
admetovis-similaris,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1955,6,20,R. E. Miller,WFBM,Miller cards,US:53013,14565
hemileuca-nevadensis,specimen,45.84,-119.701,OR,Morrow,Boardman,312,1945,10,2,E. C. Johnston,WSU,,US:41049,14566
autographa-mappa,specimen,48.86,-117.08,WA,Pend Oreille,Salmo L. O.,5563,2007,7,17,L. G. Crabo,LGCC,,US:53051,14567
abagrotis-nefascia,specimen,48.22,-119.64,WA,Okanogan,"Soap L., S end",1260,1993,7,25,L. & A. Crabo,LGCC,,US:53047,14568
euthyatira-semicircularis,specimen,47.617,-120.542,WA,Chelan,Derby Cyn.,1640,1999,6,24,D. A. Rolfs,DAR,Shepard notes,US:53007,14569
schinia-unimacula,specimen,46.523,-119.353,WA,Benton,"Columbia R., W sand dunes",495,1997,9,3,R. S. Zack,WSU,R. S. Zack id,US:53005,14570
cucullia-antipoda,specimen,46.523,-119.353,WA,Benton,"Columbia R., W sand dunes",495,1996,5,29,R. S. Zack,WSU,L. Crabo id,US:53005,14571
idia-occidentalis,specimen,42.155,-118.454,OR,Harney,Trout Cr. Cyn.,4446,2003,8,28,L. G. Crabo,LGCC,,US:41025,14572
euxoa-occidentalis,specimen,47.16,-120.61,WA,Kittitas,Reecer Cr. @ Johnson Cyn.,2834,1989,9,4,L. G. Crabo,LGCC,,US:53037,14573
setagrotis-pallidicollis,specimen,47.69,-120.44,WA,Chelan,"Chumstick Mtn., 0.5mSW saddle",5085,1989,8,5,Crabo/Coughlin,LGCC,,US:53007,14574
pleromelloida-conserta,specimen,46.27,-117.34,WA,Asotin,Lick Cr.,2625,1993,5,10,Jon Shepard,JHS,,US:53003,14575
acronicta-impleta,specimen,46.88,-120.57,WA,Kittitas,Umtanum Cr.; Durr Rd.,2443,2001,5,24,L. & E. Crabo,LGCC,,US:53037,14576
euxoa-citricolor,specimen,42.827,-118.915,OR,Harney,Frenchglen,4202,1935,8,27,,OSAC,,US:41025,14577
heliothis-acesias,specimen,42.599,-114.759,ID,Twin Falls,Buhl,3500,1955,8,4,R. E. Miller,WFBM,,US:16083,14578
papestra-brenda,specimen,46.78,-120.949,WA,Yakima,Little Rattlesnake Cr.,3936,2001,6,21,P. J. Landolt,WSU,,US:53077,14579
ponometia-elegantula,specimen,42.776,-114.703,ID,Gooding,Wendell,3435,,7,21,R. E. Miller,WFBM,,US:16047,14580
xestia-fabulosa,specimen,48.86,-117.08,WA,Pend Oreille,Salmo L. O.,5563,2007,7,17,L. G. Crabo,LGCC,,US:53051,14581
pyrrharctia-isabella,specimen,49.12,-116.16,BC,Central Kootenay,Goatfell,2600,1991,6,6,D. W. Knight,JHS,,CA:5903,14582
adelphagrotis-stellaris,specimen,48.68,-122.48,WA,Whatcom,"Chuckanut Mt., W slope",958,1997,7,22,L. G. Crabo,LGCC,,US:53073,14583
spilosoma-vagans,specimen,43.284,-111.216,ID,Bonneville,Bear Cr. Nr. Palisades Res,5600,2004,7,17,F. W. & J. W. Merickel,WFBM,tan,US:16019,14584
phlogophora-periculosa,specimen,48.368,-124.625,WA,Clallam,Neah Bay,7,1961,8,14,R. E. Miller,WFBM,,US:53009,14585
psammopolia-wyatti,specimen,48.368,-124.625,WA,Clallam,Neah Bay,7,1964,8,25,R. E. Miller,WFBM,,US:53009,14586
eupsilia-tristigmata,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1981,3,4,D. W. Knight,JHS,,CA:5903,14587
homorthodes-furfurata,specimen,48.64,-120.46,WA,Okanogan,Lost R. Rd.; 2.1 mi SE Lost R.,3841,1997,7,25,L. G. Crabo,LGCC,,US:53047,14588
apantesis-ornata,specimen,47.506,-115.998,ID,Shoshone,Osburn,2529,1959,5,20,O. Huelleman,WFBM,,US:16079,14589
anarta-trifolii,specimen,46.54,-120.45,WA,Yakima,Moxee Bog,960,1998,9,10,L. G. Crabo,LGCC,,US:53077,14590
fishia-yosemitae,specimen,46.32,-117.97,WA,Columbia,Dayton,1620,1960,9,29,R. E. Miller,JHS,,US:53013,14591
acronicta-innotata,specimen,53.326,-113.092,AB,,"Edmonton, 30kmSE: Range Rd. 220, 8km S of Hwy 14",2543,1998,6,9,D. Lawrie,UASM,Schmidt File,,14592
hyalophora-euryalus,specimen,49.78,-115.73,BC,East Kootenay,Wasa Lake PP,2700,1997,5,29,D. W. Knight,JHS,50 47,CA:5901,14593
euthyatira-semicircularis,specimen,47.61,-120.52,WA,Chelan,Derby Cyn.,2130,2004,6,21,L. & E. Crabo,LGCC,,US:53007,14594
dargida-procinctus,specimen,48.76,-122.488,WA,Whatcom,Bellingham,74,1967,7,27,,WWUC,,US:53073,14595
amphipyra-pyramidoides,specimen,47.31,-122.9,WA,Mason,"Little Hoquiam, 2mE; Grapeview Loop Rd.",204,1989,7,24,L. G. Crabo,LGCC,,US:53045,14596
sideridis-maryx,specimen,47.31,-122.9,WA,Mason,"Little Hoquiam, 2mE; Grapeview Loop Rd.",204,1990,5,25,L. G. Crabo,LGCC,,US:53045,14597
euxoa-infausta,specimen,42.333,-123.333,OR,Josephine,"Grants Pass, 8mS",1110,1965,6,3,Kenneth Goeden,OSAC,,US:41033,14598
gnophaela-vermiculata,specimen,44.436,-111.909,ID,Clark,"Kilgore, 3mNW",6761,1956,7,15,W. F. Barr,WFBM,,US:16033,14599
furcula-scolopendrina,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1982,6,29,D. W. Knight,JHS,,CA:5903,14600
euxoa-cona,specimen,42.572,-118.527,OR,Harney,"Andrews, 9mN",4166,1962,9,23,Kenneth Goeden,OSAC,,US:41025,14601
arctia-virginalis,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1914,6,9,O. Huelleman,WFBM,,US:16079,14602
apamea-inordinata,specimen,46.95,-120.09,WA,Kittitas,Schnebly Coulee,1740,1989,5,8,L. G. Crabo,LGCC,,US:53037,14603
acronicta-funeralis,specimen,49.783,-118.15,BC,Central Kootenay,Edgewood,1565,1961,2,28,,CNC,Schmidt File,CA:5903,14604
euxoa-divergens,specimen,44.483,-120.433,OR,Crook,"Hwy. 26, summit",4720,1975,7,26,"S. Jewett, Jr.",OSAC,,US:41013,14605
abagrotis-discoidalis,specimen,46.97,-120.41,WA,Kittitas,"Kittitas, S",1604,1990,6,2,L. G. Crabo,LGCC,,US:53037,14606
xestia-c-nigrum,specimen,44.565,-123.261,OR,Benton,Corvallis,225,1957,5,28,E. J. D[ornfeld].,OSAC,,US:41003,14607
diarsia-rosaria,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1998,10,16,A. V. Z. Brower,OSAC,,US:41003,14608
furcula-scolopendrina,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1998,6,9,J. Shepard,WSU,,CA:5903,14609
euxoa-plagigera,specimen,46.78,-118.53,WA,Adams,"Washtucna, nr. @ sanddunes",1424,1999,7,23,L. G. Crabo,LGCC,,US:53001,14610
sympistis-semicollaris,specimen,51.96,-122.28,BC,Cariboo,Moon Rd.,1601,1996,4,24,A. I. Fischer,JHS,,CA:5941,14611
fishia-discors,specimen,47.343,-120.094,WA,Chelan,"Wenatchee, 5mS River Park",574,1986,9,24,,WSU,,US:53007,14612
proserpinus-lucidus,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1957,3,18,R. E. Miller,WFBM,,US:53013,14613
pseudothyatira-cymatophoroides,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1980,7,3,Jon Shepard,RBCM,Shepard notes,CA:5903,14614
lacinipolia-pensilis,specimen,50.53,-121.71,BC,Thompson-Nicola,Kirby Flat Rd.,3546,,,,L. G. Crabo,LGCC,,CA:5933,14615
drasteria-hastingsii,specimen,46.523,-119.353,WA,Benton,"Columbia R., W sand dunes",495,1996,7,30,R. S. Zack,WSU,R. S. Zack id,US:53005,14616
phyllodesma-americana,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,3,31,A. V. Z. Brower,OSAC,,US:41003,14617
anarta-trifolii,specimen,46.5957,-119.4397,WA,Benton,"Ratlesnake Mountain, East base",423,1997,4,12,D. Strenge,DLSC,,US:53005,14618
apamea-indocilis,specimen,45.68,-111.039,MT,Gallatin,Bozeman,4815,1928,7,22,,WFBM,,US:30031,14619
caradrina-meralis,specimen,44.21,-122.1,OR,Lane,Frissel Pt.,4803,2003,8,24,L. G. Crabo,LGCC,,US:41039,14620
litholomia-napaea,specimen,48.269,-121.943,WA,Snohomish,"Oso, 0.5mW",183,2005,5,6,L. G. Crabo,LGCC,,US:53061,14621
euxoa-aequalis,specimen,43.557,-120.074,OR,Lake,Glass Butte,6384,2009,9,18,,OSAC,,US:41037,14622
acronicta-innotata,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1944,7,19,O. Huelleman,WFBM,,US:16079,14623
lacinipolia-strigicollis,specimen,48.49,-122.69,WA,Skagit,Fidalgo Head; Havekost Mt.,328,1996,6,27,L. G. Crabo,WSU,,US:53057,14624
hypena-humuli,specimen,43.774,-117.736,OR,Malheur,Namorf,2637,2001,8,21,L. G. Crabo,LGCC,,US:41045,14625
furcula-cinereoides,specimen,45.668,-120.837,OR,Sherman,Biggs,241,1957,8,5,"S. G. Jewett, Jr.",OSAC,,US:41055,14626
caenurgina-erechtea,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1979,7,24,M. D. Crane,WFBM,,US:16057,14627
apamea-antennata,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,1965,7,4,R. D. Akre,WSU,,US:53075,14628
pseudanarta-singula,specimen,43.774,-117.736,OR,Malheur,Namorf,2637,2007,9,12,L. G. Crabo,LGCC,,US:41045,14629
pyrrharctia-isabella,specimen,46.924,-119.908,WA,Grant,Hwy. 26 2.3 mi. E. of Columbia R.,1046,2000,8,30,L. G. Crabo,LGCC,,US:53025,14630
arctia-caja,specimen,48.76,-122.488,WA,Whatcom,Bellingham,74,1967,7,27,,WWUC,,US:53073,14631
ctenucha-rubroscapus,specimen,44.761,-124.065,OR,Lincoln,Otter Crest,479,1981,7,9,R. W. Macy,OSAC,,US:41041,14632
autographa-californica,specimen,46.813,-116.92,ID,Latah,"Moscow, 6mNE",3360,1998,7,13,M. R. Stage,WFBM,,US:16057,14633
phlogophora-periculosa,specimen,47.31,-122.9,WA,Mason,"Little Hoquiam, 2mE; Grapeview Loop Rd.",204,1989,8,26,L. G. Crabo,LGCC,,US:53045,14634
euxoa-costata,specimen,46.103,-117.103,WA,Asotin,"Anatone, 10 mi. W",3750,2001,7,17,L. G. Crabo,LGCC,,US:53003,14635
enargia-decolor,specimen,48.73,-121.03,WA,Whatcom,S. Ross L.,1607,2004,8,16,L. G. Crabo,LGCC,,US:53073,14636
parabagrotis-insularis,specimen,48.65,-122.83,WA,San Juan,"Mt. Constitution, SW slope; Moran SP",813,1996,7,20,L. G. Crabo,LGCC,,US:53055,14637
apamea-occidens,specimen,44.96,-119.7,OR,Wheeler,"Bull Prairie,  2mW Bull Prairie L.",4400,1996,7,15,L. & E. Crabo,WSU,,US:41069,14638
lasionycta-uniformis,specimen,48.84,-121.68,WA,Whatcom,Artist's Pt.,5000,1994,8,11,L. G. Crabo,WSU,,US:53073,14639
hyalophora-euryalus,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1980,5,19,D. W. Knight,JHS,,CA:5903,14640
hemaris-thetis,specimen,45.595,-121.179,OR,Wasco,"The Dalles, N of Mill Cr.",248,1949,6,14,A. Burr,ODAC,,US:41065,14641
lithophane-amanda,specimen,46.54,-120.45,WA,Yakima,Moxee Bog,960,1988,9,10,L. G. Crabo,LGCC,,US:53077,14642
manduca-quinquemaculata,specimen,46.207,-119.768,WA,Benton,Prosser; Irrigation Exper. Sta.,665,1956,6,26,,WSU,,US:53005,14643
bellura-obliqua,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1990,6,18,J. Shepard,JHS,,CA:5903,14644
orgyia-pseudotsugata,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1961,8,6,,WFBM,,US:16057,14645
cucullia-strigata,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,1898,4,20,,WSU,,US:53075,14646
furcula-scolopendrina,specimen,47.648,-117.091,WA,Spokane,Liberty Lake,2049,1957,7,31,C. S. Crawford,WSU,,US:53063,14647
alypia-ridingsii,specimen,48.635,-120.156,WA,Okanogan,Falls Cr. CG; 10 mi N. Winthrop,2178,1996,6,1,S. Wolfe,WWUC,,US:53047,14648
copablepharon-spiritum,specimen,46.78,-118.53,WA,Adams,"Washtucna, nr. @ sanddunes",1424,1999,7,23,L. G. Crabo,LGCC,paratype,US:53001,14649
euxoa-nostra,specimen,43.217,-121.783,OR,Klamath,Chemult,4763,1968,7,30,K. J. Goeden,OSAC,,US:41035,14650
euxoa-vetusta,specimen,44.565,-123.261,OR,Benton,Corvallis,225,1960,7,1,S. C. Jones,OSAC,,US:41003,14651
paraseptis-adnixa,specimen,46.492,-120.95,WA,Yakima,"Tampico, 6mSW",2740,1999,9,3,P. J. Landolt,WSU,,US:53077,14652
euxoa-messoria,specimen,47.69,-120.44,WA,Chelan,"Chumstick Mtn., 0.5mSW saddle",5085,1989,8,5,Crabo/Coughlin,LGCC,,US:53007,14653
euthyatira-semicircularis,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,2006,6,26,J. & S. Shepard,JHS,,CA:5903,14654
clemensia-umbrata,specimen,44.841,-122.871,OR,Marion,Aumsville,366,1965,7,15,Kenneth Goeden,ODAC,,US:41047,14655
pseudohermonassa-flavotincta,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1990,8,18,E. L. Griepentrog,OSAC,,US:41007,14656
afotella-cylindrica,specimen,42.005,-118.59,OR,Harney,"Denio, 2mNE",4174,2003,8,28,L. G. Crabo,LGCC,,US:41025,14657
mniotype-tenera,specimen,42.327,-113.621,ID,Cassia,Thompson Flats CG,7986,2010,7,14,J. & S. Shepard,JHS,,US:16031,14658
resapamea-passer,specimen,47.613,-122.596,WA,Kitsap,Illahee,5,1961,7,13,D. Frechin,LGCC,,US:53035,14659
pleromelloida-conserta,specimen,46.755,-116.91,ID,Latah,"Moscow, 1.5mE",2695,1980,4,7,J. J. Madenjian,WFBM,as obliquata,US:16057,14660
acronicta-radcliffei,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1918,6,4,O. Huelleman,WFBM,,US:16079,14661
acronicta-insita,specimen,44.771,-122.564,OR,Marion,"Mill City, 5mW",650,1960,7,16,"S. Jewett, Jr.",OSAC,,US:41047,14662
