row_index,species_slug,latitude,longitude,state,county,outcome,district_id,distance_km,notes
78850,spaelotis-bicava,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78851,spaelotis-bicava,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78852,spaelotis-clandestina,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78853,spaelotis-clandestina,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78854,spaelotis-velicava,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78855,tesagrotis-amia,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78856,tesagrotis-atrifrons,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78857,tesagrotis-atrifrons,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78858,tesagrotis-piscipellis,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78859,xestia-c-nigrum,46.985,-119.443,WA,Grant,assigned-contained,US:53025,,
78860,xestia-c-nigrum,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78861,xestia-fabulosa,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78862,xestia-finatimis,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78863,xestia-homogena,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78864,xestia-imperita,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78865,xestia-mustelina,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78866,xestia-oblata,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78867,xestia-oblata,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78868,xestia-oblata,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78869,xestia-oblata,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78870,xestia-smithii,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78871,xestia-vernilis,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78872,xestia-vernilis,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78873,orthosia-pulchella,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78874,spodoptera-praefica,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78875,admetovis-oxymorus,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78876,nephelodes-minians,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78877,nephelodes-minians,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78878,tholera-americana,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78879,andropolia-aedon,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78880,andropolia-diversilineata,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78881,andropolia-diversilineata,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78882,andropolia-diversilineata,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78883,andropolia-diversilineata,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78884,andropolia-theodori,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78885,andropolia-theodori,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78886,andropolia-theodori,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78887,aseptis-binotata,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78888,aseptis-binotata,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78889,aseptis-binotata,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78890,aseptis-binotata,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78891,aseptis-characta,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78892,aseptis-fumosa,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78893,brachylomia-rectifascia,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78894,brachylomia-rectifascia,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78895,cosmia-elisae,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78896,cosmia-elisae,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78897,cosmia-elisae,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78898,cosmia-praeacuta,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78899,hyppa-brunneicrista,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78900,hyppa-contrasta,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78901,hyppa-contrasta,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78902,mniotype-ducta,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78903,mniotype-tenera,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78904,properigea-albimacula,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78905,properigea-albimacula,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78906,properigea-niveirena,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78907,pseudobryomima-muscosa,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78908,zotheca-tranquilla,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78909,zotheca-tranquilla,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78910,clostera-albosigma,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78911,clostera-multnoma,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78912,nadata-gibbosa,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78913,schizura-ipomaeae,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78914,sympistis-acheron,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78915,sympistis-acheron,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78916,sympistis-barnesii,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78917,sympistis-columbia,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78918,sympistis-dunbari,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78919,sympistis-extremis,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78920,sympistis-extremis,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78921,sympistis-fifia,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78922,sympistis-figurata,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78923,sympistis-lacticollis,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78924,sympistis-meadiana,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78925,sympistis-parvanigra,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78926,sympistis-poliochroa,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78927,sympistis-pudorata,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78928,sympistis-semicollaris,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78929,sympistis-sokar,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78930,sympistis-sokar,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78931,sympistis-sokar,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78932,sympistis-youngi,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78933,panthea-virginarius,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78934,panthea-virginarius,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78935,panthea-virginarius,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78936,autographa-californica,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78937,autographa-californica,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78938,autographa-californica,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78939,autographa-sansoni,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78940,autographa-v-alba,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78941,syngrapha-angulidens,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78942,syngrapha-celsa,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78943,syngrapha-celsa,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78944,syngrapha-celsa,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78945,syngrapha-orophila,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78946,syngrapha-viridisigma,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78947,trichoplusia-ni,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78948,hyalophora-gloveri,42.665,-123.62,OR,Josephine,assigned-contained,US:41033,,
78949,phobolosia-anfracta,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78950,scoliopteryx-libatrix,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78951,scoliopteryx-libatrix,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78952,hyles-lineata,46.985,-119.443,WA,Grant,assigned-contained,US:53025,,
78953,hyles-lineata,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78954,habrosyne-scripta,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78955,apantesis-williamsii,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78956,malacosoma-californicum,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78957,malacosoma-californicum,45.428,-113.835,ID,Lemhi,assigned-contained,US:16059,,
78958,orthodes-goodelli,45.391,-113.964,ID,Lemhi,assigned-contained,US:16059,,
78959,parabagrotis-formalis,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78960,anaplectoides-prasina,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78961,euxoa-rockburnei,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78962,spodoptera-praefica,45.485,-118.107,OR,Union,assigned-contained,US:41061,,
78963,protoperigea-anotha,44.343,-113.266,ID,Lemhi,assigned-contained,US:16059,,
78964,sympistis-albifasciata,44.363,-113.244,ID,Lemhi,assigned-contained,US:16059,,
78965,deilephila-elpenor,49.001,-122.737,WA,Whatcom,assigned-contained,US:53073,,
78966,sphinx-vashti,50.76,-122.16,BC,,assigned-contained,CA:5931,,
78967,deilephila-elpenor,49.240979,-122.823424,BC,,assigned-contained,CA:5915,,
78968,hyles-lineata,44.0084,-123.259,OR,Lane,assigned-contained,US:41039,,
78969,deilephila-elpenor,49.003,-122.741,BC,,assigned-contained,CA:5915,,
78970,idia-americalis,47.758256,-122.223061,WA,King,assigned-contained,US:53033,,
78971,gluphisia-severa,47.25449,-121.199048,WA,Kittitas,assigned-contained,US:53037,,
78972,gluphisia-severa,47.25449,-121.199048,WA,Kittitas,assigned-contained,US:53037,,
78973,gluphisia-severa,47.594602,-120.664945,WA,Chelan,assigned-contained,US:53007,,
78974,gluphisia-severa,47.758256,-122.223061,WA,King,assigned-contained,US:53033,,
78975,lateroligia-ophiogramma,47.758256,-122.223061,WA,King,assigned-contained,US:53033,,
78976,acronicta-insita,46.67,-121.58,WA,Lewis,assigned-contained,US:53041,,
78977,acronicta-insita,46.785523,-116.754091,ID,Latah,assigned-contained,US:16057,,
78978,anaplectoides-prasina,47.097824,-123.466147,WA,Mason,assigned-contained,US:53045,,
78979,anaplectoides-prasina,46.874355,-116.419501,ID,Latah,assigned-contained,US:16057,,
78980,furcula-modesta,50.979,-116.607,BC,East Kootenay,assigned-contained,CA:5939,,
78981,antheraea-polyphemus,50.979,-116.607,BC,East Kootenay,assigned-contained,CA:5939,,
78982,acronicta-innotata,50.979,-116.607,BC,East Kootenay,assigned-contained,CA:5939,,
78983,acronicta-fragilis,50.979,-116.607,BC,East Kootenay,assigned-contained,CA:5939,,
78984,acronicta-vulpina,50.979,-116.607,BC,East Kootenay,assigned-contained,CA:5939,,
78985,pseudothyatira-cymatophoroides,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78986,euthyatira-pudens,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78987,hyphantria-cunea,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78988,zosteropoda-hirtipes,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78989,photedes-inops,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78990,apamea-devastator,49.719,-115.719,BC,East Kootenay,assigned-contained,CA:5901,,
78991,hillia-maida,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78992,euxoa-olivalis,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78993,eurois-astricta,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78994,coenophila-opacifrons,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78995,xestia-imperita,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78996,xestia-oblata,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78997,xestia-smithii,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78998,protolampra-rufipectus,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
78999,gluphisia-septentrionis,50.099,-114.726,BC,East Kootenay,assigned-contained,CA:5901,,
79000,chelis-beanii,50.099,-114.726,BC,East Kootenay,assigned-contained,CA:5901,,
79001,heliothis-oregonica,50.109,-114.734,BC,East Kootenay,assigned-contained,CA:5901,,
79002,androloma-maccullochii,50.109,-114.734,BC,East Kootenay,assigned-contained,CA:5901,,
79003,lasionycta-luteola,50.099,-114.726,BC,East Kootenay,assigned-contained,CA:5901,,
79004,lasionycta-mutilata,50.099,-114.726,BC,East Kootenay,assigned-contained,CA:5901,,
79005,apantesis-doris,49.533,-115.617,BC,Cranbrook,assigned-contained,CA:5901,,
79006,orthodes-obscura,49.533,-115.617,BC,Cranbrook,assigned-contained,CA:5901,,
79007,mythimna-oxygala,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
79008,pseudohermonassa-tenuicula,50.134,-116.038,BC,East Kootenay,assigned-contained,CA:5901,,
79009,apantesis-doris,49.533,-115.617,BC,Cranbrook,assigned-contained,CA:5901,,
79010,orthodes-obscura,49.533,-115.617,BC,Cranbrook,assigned-contained,CA:5901,,
79011,pseudothyatira-cymatophoroides,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79012,drepana-bilineata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79013,drepana-bilineata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79014,hyles-gallii,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79015,hyles-lineata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79016,hyles-lineata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79017,hyles-lineata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79018,hypoprepia-miniata,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79019,idia-americalis,49.321,-124.271,BC,Nanaimo,assigned-fallback,CA:5921,0.143,
79020,euclidia-ardita,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79021,nycteola-columbiana,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79022,nycteola-columbiana,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79023,autographa-californica,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79024,autographa-pseudogamma,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79025,autographa-ampla,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79026,autographa-ampla,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79027,autographa-ampla,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79028,acronicta-innotata,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79029,acronicta-perdita,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79030,pyrrhia-exprimens,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79031,heliothis-phloxiphaga,49.226,-123.948,BC,Nanaimo,unassigned,,,
79032,proxenus-miranda,49.525,-124.855,BC,Alberni-Clayoquot,assigned-contained,CA:5926,,
79033,phlogophora-periculosa,53.073,-122.45,BC,Cariboo,assigned-contained,CA:5941,,
79034,apamea-unanimis,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79035,apamea-unanimis,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79036,apamea-impulsa,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79037,apamea-impulsa,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79038,apamea-atriclava,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79039,apamea-amputatrix,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79040,apamea-amputatrix,50.84,-120.408,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79041,apamea-cogitata,53.073,-122.45,BC,Cariboo,assigned-contained,CA:5941,,
79042,apamea-cogitata,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79043,helotropha-reniformis,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79044,lithophane-baileyi,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79045,lithophane-pertorrida,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79046,parastichtis-suspecta,53.897,-121.989,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79047,brachylomia-populi,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79048,brachylomia-rectifascia,53.073,-122.45,BC,Cariboo,assigned-contained,CA:5941,,
79049,brachylomia-rectifascia,50.84,-120.408,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79050,hyppa-contrasta,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79051,cosmia-elisae,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79052,andropolia-contacta,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79053,polia-piniae,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79054,trichordestra-lilacina,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79055,mamestra-configurata,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79056,leucania-multilinea,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79057,lacinipolia-renigera,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79058,lacinipolia-comis,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79059,homorthodes-hanhami,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79060,actebia-fennica,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79061,actebia-fennica,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79062,euxoa-messoria,49.295,-124.779,BC,Alberni-Clayoquot,assigned-contained,CA:5923,,
79063,euxoa-messoria,48.44,-123.295,BC,Capital,assigned-fallback,CA:5917,0.232,
79064,euxoa-comosa,50.84,-120.408,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79065,euxoa-ochrogaster,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79066,feltia-jaculifera,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79067,feltia-herilis,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79068,cryptocala-acadiensis,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79069,eurois-occulta,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79070,eurois-occulta,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79071,eurois-astricta,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79072,eurois-astricta,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79073,eurois-astricta,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79074,eurois-astricta,53.897,-121.989,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79075,eurois-astricta,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79076,eurois-astricta,50.84,-120.408,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79077,eurois-astricta,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79078,graphiphora-augur,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79079,graphiphora-augur,53.897,-121.989,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79080,anaplectoides-prasina,52.831,-119.276,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79081,anaplectoides-prasina,52.104,-119.31,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79082,anaplectoides-prasina,50.994,-118.204,BC,Columbia-Shuswap,assigned-contained,CA:5939,,
79083,xestia-smithii,54.98,-121.055,BC,Peace River,assigned-contained,CA:5955,,
79084,xestia-smithii,53.897,-121.989,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79085,xestia-homogena,53.897,-121.989,BC,Fraser-Fort George,assigned-contained,CA:5953,,
79086,pseudohermonassa-tenuicula,50.84,-120.408,BC,Thompson-Nicola,assigned-contained,CA:5933,,
79087,pachysphinx-modesta,50.851,-122.838,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79088,apamea-cogitata,50.094,-122.999,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79089,xylomoia-indirecta,50.094,-122.999,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79090,paraseptis-adnixa,50.094,-122.999,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79091,zotheca-tranquilla,50.094,-122.999,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79092,anarta-nigrolunata,50.094,-122.903,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79093,graphiphora-augur,50.094,-122.999,BC,Squamish-Lillooet,assigned-contained,CA:5931,,
79094,clemensia-umbrata,50.09,-123,BC,,assigned-contained,CA:5931,,
79095,arctia-parthenos,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79096,arctia-parthenos,51.3,-117.52,BC,,assigned-contained,CA:5939,,
79097,lygephila-victoria,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79098,drasteria-hudsonica,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79099,zale-minerea,49.69,-119.74,BC,,assigned-contained,CA:5907,,
79100,meganola-minuscula,43.83,-123.05,OR,,assigned-contained,US:41039,,
79101,autographa-californica,50.67,-121.98,BC,,assigned-contained,CA:5931,,
79102,syngrapha-orophila,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79103,acronicta-fragilis,50.09,-123,BC,,assigned-contained,CA:5931,,
79104,amphipyra-tragopoginis,50.09,-123,BC,,assigned-contained,CA:5931,,
79105,amphipyra-tragopoginis,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79106,eutricopis-nexilis,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79107,pyrrhia-exprimens,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79108,caradrina-morpheus,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79109,caradrina-meralis,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79110,alastria-chico,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79111,alastria-chico,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79112,apamea-unanimis,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79113,apamea-sordens,49.69,-119.74,BC,,assigned-contained,CA:5907,,
79114,apamea-devastator,51.3,-117.52,BC,,assigned-contained,CA:5939,,
79115,hydraecia-medialis,49.03,-119.48,BC,,assigned-contained,CA:5907,,
79116,hydraecia-obliqua,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79117,xylena-nupera,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79118,brachylomia-populi,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79119,cosmia-elisae,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79120,fishia-discors,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79121,platypolia-contadina,50.48,-120.48,BC,,assigned-contained,CA:5933,,
79122,platypolia-contadina,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79123,platypolia-loda,50.88,-119.87,BC,,assigned-contained,CA:5933,,
79124,pseudanarta-crocea,50.79,-121.85,BC,,assigned-contained,CA:5931,,
79125,pseudanarta-flava,50.73,-120.41,BC,,assigned-contained,CA:5933,,
79126,pseudanarta-flava,50.68,-121.98,BC,,assigned-contained,CA:5931,,
79127,orthosia-transparens,48.35,-123.56,BC,,assigned-contained,CA:5917,,
79128,orthosia-segregata,49.66,-119.62,BC,,assigned-contained,CA:5907,,
79129,orthosia-pacifica,48.35,-123.56,BC,,assigned-contained,CA:5917,,
79130,orthosia-hibisci,48.35,-123.56,BC,,assigned-contained,CA:5917,,
79131,egira-simplex,48.35,-123.56,BC,,assigned-contained,CA:5917,,
79132,anarta-nigrolunata,49.22,-124.6,BC,,assigned-contained,CA:5921,,
79133,mythimna-oxygala,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79134,lasionycta-perplexa,50.09,-123,BC,,assigned-contained,CA:5931,,
79135,lasionycta-subfuscula,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79136,lacinipolia-strigicollis,49.3,-124.2,BC,,assigned-contained,CA:5921,,
79137,peridroma-saucia,51.64,-121.3,BC,,assigned-contained,CA:5941,,
79138,copablepharon-fuscum,48.58,-123.37,BC,,assigned-fallback,CA:5917,0.641,
79139,euxoa-olivia,50.68,-121.98,BC,,assigned-contained,CA:5931,,
79140,euxoa-satis,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79141,euxoa-satiens,50.77,-121.08,BC,,assigned-contained,CA:5933,,
79142,euxoa-brevipennis,49.01,-119.48,BC,,assigned-contained,CA:5907,,
79143,euxoa-cicatricosa,50.77,-121.08,BC,,assigned-contained,CA:5933,,
79144,euxoa-cinereopallidus,50.77,-121.08,BC,,assigned-contained,CA:5933,,
79145,spaelotis-bicava,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79146,eurois-occulta,50.32,-122.8,BC,,assigned-contained,CA:5931,,
79147,eurois-astricta,49.06,-120.79,BC,,assigned-contained,CA:5907,,
79148,anaplectoides-prasina,52.66,-121.67,BC,,assigned-contained,CA:5941,,
79149,abagrotis-pulchrata,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79150,ceranemota-improvisa,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79151,ceranemota-improvisa,49.29,-124.79,BC,,assigned-contained,CA:5923,,
79152,ceranemota-tearlei,50.68,-121.98,BC,,assigned-contained,CA:5931,,
79153,malacosoma-disstria,51.65,-120.04,BC,,assigned-contained,CA:5933,,
79154,malacosoma-disstria,49.25,-124.83,BC,,assigned-contained,CA:5923,,
79155,malacosoma-californicum,48.35,-123.56,BC,,assigned-contained,CA:5917,,
79156,furcula-scolopendrina,48.0177,-123.5916,WA,Clallam,assigned-contained,US:53009,,
79157,furcula-scolopendrina,48.0177,-123.5916,WA,Clallam,assigned-contained,US:53009,,
79158,furcula-scolopendrina,48.0737,-123.579,WA,Clallam,assigned-contained,US:53009,,
79159,nadata-gibbosa,48.0166,-123.5902,WA,Clallam,assigned-contained,US:53009,,
