species_slug,latitude,longitude,year,outcome,county_before,county_after,district_id_after,notes
cucullia-omissa,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-omissa,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-florea,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-florea,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-florea,51.351,-116.974,2007,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-postera,50.337,-115.855,2001,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-strigata,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
amphipyra-pyramidoides,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
amphipyra-tragopoginis,49.507,-115.764,2006,filled,East Kootenay,East Kootenay,CA:5901,
amphipyra-tragopoginis,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
feralia-comstocki,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
feralia-comstocki,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
feralia-comstocki,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
feralia-comstocki,50.263,-115.88,2000,filled,East Kootenay,East Kootenay,CA:5901,
feralia-comstocki,49.162,-116.266,2000,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-comstocki,49.596,-115.883,2001,filled,East Kootenay,East Kootenay,CA:5901,
calophasia-lunula,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
calophasia-lunula,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
calophasia-lunula,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
calophasia-lunula,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,49.546,-115.645,2011,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,50.337,-115.855,2000,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,50.337,-115.855,2002,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-conserta,50.337,-115.855,2007,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,50.337,-115.855,2000,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,50.263,-115.88,2001,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-bonuscula,50.263,-115.88,2002,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-cinerea,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
pleromelloida-cinerea,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-albifasciata,49.5,-115.766,1995,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-albifasciata,50.263,-115.88,2000,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-dinalda,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-glennyi,49.546,-115.645,2011,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-glennyi,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-poliochroa,49.696,-115.687,2009,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-poliochroa,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-poliochroa,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-augustus,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-augustus,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-sandaraca,49.6,-115.706,2002,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-pudorata,49.77,-115.585,2003,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-barnesii,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-funebris,49.029,-114.077,2005,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-funebris,49.714,-115.596,2009,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-funebris,49.027,-114.948,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-dentata,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-zetterstedtii,49.006,-114.096,2006,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-zetterstedtii,50.365,-116.23,2009,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-zetterstedtii,49.446,-114.604,2011,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-zetterstedtii,50.908,-115.626,2005,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-zetterstedtii,50.463,-116.305,2001,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-figurata,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-figurata,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-figurata,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-figurata,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-pallidior,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-pallidior,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-pallidior,49.546,-115.645,2003,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-greyi,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-greyi,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,49.015,-114.079,2005,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,50.383,-116.2,2000,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,49.438,-114.65,2011,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,50.523,-115.373,2001,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,49.532,-116.359,2000,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,50.393,-115.797,1999,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,50.92,-115.66,2005,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,50.898,-115.646,2005,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,49.017,-114.108,2006,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,50.364,-116.231,2009,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,49.446,-114.604,2011,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,49.714,-115.596,1999,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,50.111,-115.986,2007,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,49.253,-115.765,2009,filled,East Kootenay,East Kootenay,CA:5901,
eutricopis-nexilis,50.463,-116.305,2001,filled,East Kootenay,East Kootenay,CA:5901,
pyrrhia-exprimens,49.5,-115.766,1993,filled,East Kootenay,East Kootenay,CA:5901,
heliothis-phloxiphaga,49.252,-115.241,2000,filled,East Kootenay,East Kootenay,CA:5901,
heliothis-oregonica,49.335,-114.123,2002,no_match,,,,no reference DB row matched the core key
heliothis-oregonica,49.77,-115.463,2010,filled,East Kootenay,East Kootenay,CA:5901,
heliothis-oregonica,50.526,-115.075,2006,filled,East Kootenay,East Kootenay,CA:5901,
heliothis-oregonica,49.079,-114.234,2010,filled,East Kootenay,East Kootenay,CA:5901,
heliothis-borealis,49.6,-115.6,2005,filled,East Kootenay,East Kootenay,CA:5901,
schinia-suetus,49.635,-115.989,2003,filled,East Kootenay,East Kootenay,CA:5901,
schinia-suetus,49.635,-115.989,2007,filled,East Kootenay,East Kootenay,CA:5901,
schinia-persimilis,49.012,-114.083,2005,filled,East Kootenay,East Kootenay,CA:5901,
schinia-persimilis,49.771,-115.462,2011,filled,East Kootenay,East Kootenay,CA:5901,
schinia-cumatilis,49.195,-113.302,2003,no_match,,,,no reference DB row matched the core key
cryphia-cuerva,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
cryphia-cuerva,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
cryphia-cuerva,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
spodoptera-praefica,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-morpheus,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-morpheus,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-morpheus,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-morpheus,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-meralis,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-meralis,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,49.244,-115.255,2006,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,50.263,-115.88,2006,filled,East Kootenay,East Kootenay,CA:5901,
caradrina-montana,50.671,-120.292,2001,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
proxenus-miranda,49.546,-115.645,2012,filled,East Kootenay,East Kootenay,CA:5901,
proxenus-miranda,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
proxenus-miranda,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
proxenus-mendosa,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
euplexia-benesimilis,49.029,-114.077,2005,filled,East Kootenay,East Kootenay,CA:5901,
euplexia-benesimilis,49.507,-115.763,2007,filled,East Kootenay,East Kootenay,CA:5901,
euplexia-benesimilis,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
euplexia-benesimilis,51.351,-116.974,2007,filled,East Kootenay,East Kootenay,CA:5901,
phlogophora-periculosa,50.337,-115.855,2007,filled,East Kootenay,East Kootenay,CA:5901,
apamea-alia,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-impulsa,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sordens,49.507,-115.764,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sordens,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sordens,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sordens,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.507,-115.763,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
apamea-sora,50.337,-115.855,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,49.546,-115.645,2003,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-commoda,50.525,-115.021,2008,filled,East Kootenay,East Kootenay,CA:5901,
apamea-centralis,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-centralis,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.507,-115.764,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-amputatrix,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-scoparia,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-scoparia,50.551,-115.071,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-cogitata,50.525,-115.021,2008,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.507,-115.764,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.562,-115.695,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-devastator,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
apamea-niveivenosa,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
apamea-niveivenosa,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
apamea-niveivenosa,49.546,-115.645,2008,filled,East Kootenay,East Kootenay,CA:5901,
lateroligia-ophiogramma,49.507,-115.764,2006,filled,East Kootenay,East Kootenay,CA:5901,
oligia-divesta,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
oligia-divesta,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
oligia-divesta,49.507,-115.764,2002,filled,East Kootenay,East Kootenay,CA:5901,
oligia-divesta,49.507,-115.764,2007,filled,East Kootenay,East Kootenay,CA:5901,
neoligia-subjuncta,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
neoligia-tonsa,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
neoligia-tonsa,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
neoligia-tonsa,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
neoligia-subjuncta,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
xylotype-arcadia,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
xylotype-arcadia,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
xylotype-arcadia,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
xylotype-arcadia,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
photedes-inops,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
hypocoena-basistriga,50.979,-116.601,2007,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
helotropha-reniformis,50.337,-115.855,2001,filled,East Kootenay,East Kootenay,CA:5901,
hydraecia-medialis,49.507,-115.764,2004,filled,East Kootenay,East Kootenay,CA:5901,
hydraecia-medialis,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
hydraecia-medialis,49.5,-115.766,1994,filled,East Kootenay,East Kootenay,CA:5901,
hydraecia-medialis,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
hydraecia-medialis,49.546,-115.645,2006,filled,East Kootenay,East Kootenay,CA:5901,
xylena-nupera,49.546,-115.645,2010,filled,East Kootenay,East Kootenay,CA:5901,
xylena-nupera,49.546,-115.645,2002,filled,East Kootenay,East Kootenay,CA:5901,
xylena-nupera,49.546,-115.645,2005,filled,East Kootenay,East Kootenay,CA:5901,
xylena-nupera,49.546,-115.645,2007,filled,East Kootenay,East Kootenay,CA:5901,
xylena-nupera,49.162,-116.266,2000,filled,Central Kootenay,Central Kootenay,CA:5903,
xylena-curvimacula,49.507,-115.764,2010,filled,East Kootenay,East Kootenay,CA:5901,
xylena-curvimacula,49.162,-116.266,2000,filled,Central Kootenay,Central Kootenay,CA:5903,
xylena-thoracica,49.507,-115.764,2005,filled,East Kootenay,East Kootenay,CA:5901,
xylena-thoracica,49.546,-115.645,2000,filled,East Kootenay,East Kootenay,CA:5901,
xylena-thoracica,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
xylena-thoracica,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
xylena-thoracica,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
xylena-thoracica,49.546,-115.645,2009,filled,East Kootenay,East Kootenay,CA:5901,
xylena-cineritia,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
xylena-cineritia,49.546,-115.645,2001,filled,East Kootenay,East Kootenay,CA:5901,
xylena-cineritia,49.162,-116.266,2000,filled,Central Kootenay,Central Kootenay,CA:5903,
homoglaea-hircina,49.507,-115.764,2003,filled,East Kootenay,East Kootenay,CA:5901,
homoglaea-carbonaria,49.507,-115.791,2006,filled,East Kootenay,East Kootenay,CA:5901,
homoglaea-carbonaria,50.337,-115.855,2002,filled,East Kootenay,East Kootenay,CA:5901,
homoglaea-carbonaria,49.63,-115.948,2008,filled,East Kootenay,East Kootenay,CA:5901,
litholomia-napaea,49.507,-115.764,2001,filled,East Kootenay,East Kootenay,CA:5901,
