species_slug,latitude,longitude,year,outcome,county_before,county_after,district_id_after,notes
annaphila-diva,44.583,-123.417,1997,filled,Benton,Benton,US:41003,
alypia-ridingsii,42.717,-118.15,1997,filled,Malheur,Malheur,US:41045,
sympistis-umbrifascia,49.783,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-chalybdis,46.027,-117.918,1998,filled,Columbia,Columbia,US:53013,
cucullia-florea,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
cucullia-florea,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
cucullia-intermedia,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
cucullia-speyeri,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-acheron,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-columbia,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-barnesii,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-chalybdis,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-extremis,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-extremis,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
sympistis-coprocolor,50.533,-121.717,1998,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-coprocolor,50.533,-121.717,1998,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-coprocolor,47.995,-120.401,1998,filled,Chelan,Chelan,US:53007,
sympistis-satanella,43.05,-120,1998,filled,Lake,Lake,US:41037,
sympistis-tenuifascia,46.027,-117.918,1998,filled,Columbia,Columbia,US:53013,
sympistis-seth,43,-120,1998,filled,Lake,Lake,US:41037,
sympistis-chalybdis,50.533,-121.717,1998,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-chalybdis,50.467,-116.316,1998,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-chalybdis,46.758,-120.975,1998,filled,Yakima,Yakima,US:53077,
annaphila-casta,44.8,-123.316,1998,filled,Benton,Benton,US:41003,
annaphila-casta,44.8,-123.316,1998,filled,Benton,Benton,US:41003,
annaphila-diva,44.8,-123.316,1998,filled,Benton,Benton,US:41003,
annaphila-diva,44.8,-123.316,1998,filled,Benton,Benton,US:41003,
sympistis-tenuifascia,45.983,-117.883,1998,filled,Wallowa,Wallowa,US:41063,
annaphila-mera,44.643,-123.314,1999,filled,Benton,Benton,US:41003,
annaphila-decia,44.8,-123.316,1999,filled,Benton,Benton,US:41003,
annaphila-diva,44.8,-123.316,1999,filled,Benton,Benton,US:41003,
annaphila-diva,44.8,-123.316,1999,filled,Benton,Benton,US:41003,
annaphila-diva,44.643,-123.314,1999,filled,Benton,Benton,US:41003,
annaphila-diva,44.121,-122.998,1999,filled,Lane,Lane,US:41039,
alypia-ridingsii,44.357,-120.196,1999,filled,Crook,Crook,US:41013,
alypia-ridingsii,42.12,-120.314,1999,filled,Lake,Lake,US:41037,
androloma-maccullochii,43.81,-118.868,1999,filled,Harney,Harney,US:41025,
androloma-maccullochii,44.439,-117.621,1999,filled,Malheur,Malheur,US:41045,
cucullia-similaris,43.333,-114.083,2000,filled,Blaine,Blaine,US:16013,
cucullia-dorsalis,43.333,-114.083,2000,filled,Blaine,Blaine,US:16013,
pleromelloida-cinerea,47.499,-119.917,2000,filled,Douglas,Douglas,US:53017,
sympistis-albifasciata,47.465,-120.463,2000,filled,Chelan,Chelan,US:53007,
sympistis-incubus,47.499,-119.917,2000,filled,Douglas,Douglas,US:53017,
sympistis-greyi,47.499,-119.917,2000,filled,Douglas,Douglas,US:53017,
annaphila-decia,45.387,-120.871,2000,filled,Sherman,Sherman,US:41055,
annaphila-diva,44.8,-123.316,2000,filled,Benton,Benton,US:41003,
annaphila-diva,45.389,-118.724,2000,filled,Umatilla,Umatilla,US:41059,
annaphila-decia,42.136,-122.029,2001,filled,Klamath,Klamath,US:41035,
annaphila-diva,44.7,-123.208,2001,filled,Benton,Benton,US:41003,
annaphila-diva,44.679,-123.317,2001,filled,Benton,Benton,US:41003,
annaphila-diva,42.136,-122.029,2001,filled,Klamath,Klamath,US:41035,
annaphila-diva,44.41,-122.134,2002,filled,Linn,Linn,US:41043,
cucullia-antipoda,45.608,-118.799,2002,filled,Umatilla,Umatilla,US:41059,
cucullia-antipoda,45.608,-118.799,2002,filled,Umatilla,Umatilla,US:41059,
annaphila-diva,45.319,-118.738,2002,filled,Umatilla,Umatilla,US:41059,
sympistis-pudorata,48.717,-120.633,2002,filled,Okanogan,Okanogan,US:53047,
alypia-ridingsii,43.019,-118.255,2002,filled,Harney,Harney,US:41025,
annaphila-diva,45.319,-118.738,2004,filled,Umatilla,Umatilla,US:41059,
annaphila-diva,45.319,-118.738,2004,filled,Umatilla,Umatilla,US:41059,
androloma-maccullochii,45.705,-117.314,2005,filled,Wallowa,Wallowa,US:41063,
pleromelloida-cinerea,49.05,-113.9,2005,no_match,,,,no reference DB row matched the core key
cucullia-florea,44.212,-122.101,2010,filled,Lane,Lane,US:41039,
annaphila-lithosina,44.41,-122.134,2010,filled,Linn,Linn,US:41043,
alypia-langtoni,44.212,-122.101,2010,filled,Lane,Lane,US:41039,
cucullia-montanae,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
cucullia-montanae,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
cucullia-florea,49.233,-122.85,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
cucullia-postera,50.467,-115.983,,filled,East Kootenay,East Kootenay,CA:5901,
cucullia-intermedia,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
cucullia-intermedia,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
cucullia-speyeri,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
cucullia-speyeri,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
cucullia-antipoda,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
cucullia-antipoda,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
cucullia-antipoda,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
cucullia-antipoda,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
cucullia-luna,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
cucullia-luna,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
cucullia-strigata,49.343,-119.578,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
cucullia-strigata,49.033,-119.45,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
cucullia-strigata,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
cucullia-strigata,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
feralia-jocosa,54.117,-122.033,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
feralia-jocosa,50.167,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-jocosa,51.167,-120.116,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
feralia-jocosa,49.25,-117.666,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-jocosa,50.154,-115.817,,filled,East Kootenay,East Kootenay,CA:5901,
feralia-jocosa,49.833,-119.966,,filled,Central Okanagan,Central Okanagan,CA:5935,
feralia-jocosa,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
behrensia-conchiformis,48.76,-122.487,,filled,Whatcom,Whatcom,US:53073,
pleromelloida-conserta,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
pleromelloida-conserta,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
pleromelloida-conserta,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
pleromelloida-cinerea,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-albifasciata,52.083,-123.283,,filled,Cariboo,Cariboo,CA:5941,
sympistis-albifasciata,49.616,-115.633,,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-albifasciata,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
sympistis-occata,49.183,-119.549,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-occata,49.033,-119.45,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-occata,49.583,-119.666,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-occata,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
sympistis-occata,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
sympistis-occata,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
sympistis-occata,46.731,-117.179,,filled,Whitman,Whitman,US:53075,
sympistis-umbrifascia,49.616,-115.633,,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-stabilis,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
sympistis-stabilis,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
peridroma-saucia,46.664,-121.124,1958,filled,Yakima,Yakima,US:53077,
apamea-alia,48.449,-117.223,2012,filled,Pend Oreille,Pend Oreille,US:53051,
sympistis-incubus,46.731,-117.179,,filled,Whitman,Whitman,US:53075,
sympistis-incubus,46.602,-120.505,,filled,Yakima,Yakima,US:53077,
sympistis-poliochroa,52.083,-123.283,,filled,Cariboo,Cariboo,CA:5941,
sympistis-cibalis,50.233,-121.566,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-cibalis,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
sympistis-cibalis,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
sympistis-augustus,50.667,-120.316,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-hayesi,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-hayesi,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
sympistis-pudorata,49.067,-120.783,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-acheron,50.267,-119.266,,filled,North Okanagan,North Okanagan,CA:5937,
sympistis-major,50.667,-120.316,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-barnesii,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-barnesii,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-barnesii,49.083,-117.8,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
sympistis-anweileri,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
sympistis-dunbari,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
sympistis-wilsoni,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-wilsoni,50.733,-122.083,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-wilsoni,51.45,-116.283,,no_match,,,,no reference DB row matched the core key
sympistis-wilsoni,49.6,-117.133,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-zetterstedtii,49.6,-117.133,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-zetterstedtii,51.35,-116.333,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-tenuifascia,42.599,-114.759,,filled,Twin Falls,Twin Falls,US:16083,
sympistis-poliochroa,44.732,-116.081,,filled,Valley,Valley,US:16085,
annaphila-casta,43.217,-123.341,,filled,Douglas,Douglas,US:41019,
sympistis-poliochroa,51.05,-114.083,,no_match,,,,no reference DB row matched the core key
cucullia-omissa,51.05,-114.083,,no_match,,,,no reference DB row matched the core key
cucullia-florea,51.05,-114.083,,no_match,,,,no reference DB row matched the core key
feralia-deceptiva,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
sympistis-parvanigra,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-columbia,50.7,-119.266,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-youngi,49.211,-123.956,,filled,Nanaimo,Nanaimo,CA:5921,
cucullia-omissa,52.083,-123.283,,filled,Cariboo,Cariboo,CA:5941,
cucullia-omissa,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
cucullia-omissa,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
cucullia-omissa,48.431,-123.378,,filled,Capital,Capital,CA:5917,
cucullia-florea,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
cucullia-florea,49.167,-121.949,,filled,Fraser Valley,Fraser Valley,CA:5909,
cucullia-florea,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
cucullia-florea,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
cucullia-florea,49.333,-117.682,,filled,Central Kootenay,Central Kootenay,CA:5903,
cucullia-florea,49.083,-117.8,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
cucullia-florea,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
cucullia-postera,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
cucullia-strigata,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
feralia-comstocki,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
feralia-comstocki,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
behrensia-conchiformis,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
behrensia-conchiformis,49.333,-117.682,,filled,Central Kootenay,Central Kootenay,CA:5903,
pleromelloida-conserta,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
pleromelloida-conserta,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
pleromelloida-bonuscula,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
pleromelloida-bonuscula,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
pleromelloida-cinerea,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
pleromelloida-cinerea,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
pleromelloida-cinerea,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-umbrifascia,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-umbrifascia,50.167,-120.532,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-parvanigra,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-parvanigra,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-fifia,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-incubus,49.616,-115.633,,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-poliochroa,49.333,-117.682,,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-poliochroa,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-poliochroa,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-poliochroa,49.096,-117.743,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
sympistis-cibalis,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-cibalis,52.133,-122.15,,filled,Cariboo,Cariboo,CA:5941,
sympistis-major,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-major,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-columbia,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-youngi,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-youngi,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
sympistis-barnesii,49.1,-117.7,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
sympistis-chalybdis,50.233,-121.566,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-chalybdis,50.733,-122.083,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-chalybdis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-chalybdis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-extremis,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-dunbari,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
sympistis-wilsoni,48.867,-124.266,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
sympistis-zetterstedtii,50.733,-122.083,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
alypia-langtoni,49.333,-117.682,,filled,Central Kootenay,Central Kootenay,CA:5903,
alypia-langtoni,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
alypia-ridingsii,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
alypia-ridingsii,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
cucullia-montanae,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
cucullia-strigata,48.431,-123.378,,filled,Capital,Capital,CA:5917,
cucullia-pulla,46.702,-120.755,,filled,Yakima,Yakima,US:53077,
sympistis-umbrifascia,46.981,-121.142,,filled,Yakima,Yakima,US:53077,
alypia-langtoni,49.983,-117.233,,filled,Central Kootenay,Central Kootenay,CA:5903,
axenus-arvalis,42.231,-121.798,,filled,Klamath,Klamath,US:41035,
sympistis-cibalis,51.05,-114.083,,no_match,,,,no reference DB row matched the core key
cucullia-florea,54.117,-122.033,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
cucullia-florea,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
pleromella-opter,42.327,-122.874,,filled,Jackson,Jackson,US:41029,
feralia-jocosa,52.45,-119.133,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
feralia-deceptiva,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
feralia-jocosa,50.267,-119.266,,filled,North Okanagan,North Okanagan,CA:5937,
feralia-deceptiva,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
feralia-jocosa,49.617,-117.567,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-comstocki,51.067,-118.933,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
feralia-comstocki,50.117,-117.9,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-comstocki,50.65,-120.167,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
feralia-comstocki,51.164,-118.967,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
feralia-comstocki,51,-119,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
feralia-comstocki,51.159,-121.126,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
behrensia-conchiformis,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
pleromelloida-conserta,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
pleromelloida-cinerea,50.883,-119.616,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-stabilis,46.065,-118.352,,filled,Walla Walla,Walla Walla,US:53071,
sympistis-pudorata,51.433,-116.183,,no_match,,,,no reference DB row matched the core key
sympistis-pudorata,49.098,-120.767,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-dentata,50.667,-120.316,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-dentata,50.533,-121.717,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-dentata,51.817,-121.466,,filled,Cariboo,Cariboo,CA:5941,
sympistis-dentata,50.5,-116.15,,filled,East Kootenay,East Kootenay,CA:5901,
sympistis-californiae,50.533,-121.717,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-californiae,44.419,-121.75,,filled,Jefferson,Jefferson,US:41031,
sympistis-californiae,44.217,-122.1,,filled,Lane,Lane,US:41039,
sympistis-californiae,47.596,-120.66,,filled,Chelan,Chelan,US:53007,
alypia-ridingsii,49.343,-119.578,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
alypia-ridingsii,50.267,-119.266,,filled,North Okanagan,North Okanagan,CA:5937,
alypia-ridingsii,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
alypia-ridingsii,46.945,-121.987,,filled,Kittitas,Kittitas,US:53037,
alypia-ridingsii,48.07,-120.019,,filled,Okanogan,Okanogan,US:53047,
alypia-ridingsii,48.096,-119.781,,filled,Okanogan,Okanogan,US:53047,
alypia-ridingsii,48.179,-120.254,,filled,Okanogan,Okanogan,US:53047,
alypia-ridingsii,46.324,-120.008,,filled,Yakima,Yakima,US:53077,
androloma-maccullochii,49.495,-115.066,,filled,East Kootenay,East Kootenay,CA:5901,
androloma-maccullochii,49.35,-120.066,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
androloma-maccullochii,50.8,-120.116,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
androloma-maccullochii,51.05,-118.133,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
androloma-maccullochii,49.033,-119.45,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
androloma-maccullochii,49.317,-119.733,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
androloma-maccullochii,51.4,-116.5,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-greyi,50.7,-122.283,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
cucullia-omissa,50.55,-119.15,,filled,North Okanagan,North Okanagan,CA:5937,
cucullia-omissa,50.117,-120.783,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
cucullia-omissa,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
cucullia-omissa,48.983,-123.683,,filled,Nanaimo,Nanaimo,CA:5921,
cucullia-omissa,51.583,-119.716,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
cucullia-omissa,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
cucullia-florea,48.983,-123.683,,filled,Nanaimo,Nanaimo,CA:5921,
cucullia-strigata,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
feralia-deceptiva,49.15,-123.7,,filled,Nanaimo,Nanaimo,CA:5921,
feralia-deceptiva,49.317,-123.066,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
feralia-deceptiva,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
feralia-deceptiva,48.983,-123.683,,filled,Nanaimo,Nanaimo,CA:5921,
feralia-deceptiva,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
feralia-deceptiva,48.431,-123.378,,filled,Capital,Capital,CA:5917,
feralia-deceptiva,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
feralia-comstocki,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-comstocki,50.634,-119.116,,filled,North Okanagan,North Okanagan,CA:5937,
feralia-comstocki,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
feralia-comstocki,48.983,-123.683,,filled,Nanaimo,Nanaimo,CA:5921,
feralia-comstocki,49.1,-117.7,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
feralia-comstocki,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
behrensia-conchiformis,50.45,-119.2,,filled,North Okanagan,North Okanagan,CA:5937,
behrensia-conchiformis,48.55,-123.367,,filled,Capital,Capital,CA:5917,
behrensia-conchiformis,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
behrensia-conchiformis,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
pleromelloida-conserta,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
pleromelloida-conserta,48.983,-123.683,,filled,Nanaimo,Nanaimo,CA:5921,
pleromelloida-conserta,48.431,-123.378,,filled,Capital,Capital,CA:5917,
pleromelloida-conserta,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
pleromelloida-cinerea,50.45,-119.2,,filled,North Okanagan,North Okanagan,CA:5937,
pleromelloida-cinerea,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
pleromelloida-cinerea,50.683,-121.933,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
pleromelloida-cinerea,50.167,-120.532,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
pleromelloida-cinerea,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
sympistis-albifasciata,50.983,-118.2,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
sympistis-fifia,50.167,-120.532,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-poliochroa,52.117,-122.566,,filled,Cariboo,Cariboo,CA:5941,
sympistis-poliochroa,51.083,-121.583,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
sympistis-poliochroa,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
sympistis-poliochroa,50.7,-122.283,,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
sympistis-hayesi,49.133,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
sympistis-anweileri,49.233,-122.85,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
sympistis-dunbari,49.267,-124.8,,filled,Alberni-Clayoquot,Alberni-Clayoquot,CA:5923,
sympistis-wilsoni,49.233,-124.583,,filled,Nanaimo,Nanaimo,CA:5921,
sympistis-wilsoni,49.184,-121.682,,filled,Fraser Valley,Fraser Valley,CA:5909,
sympistis-zetterstedtii,51.3,-122.083,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
cucullia-antipoda,47.676,-120.208,1934,filled,Chelan,Chelan,US:53007,
annaphila-macfarlandi,45.294,-123.298,1934,filled,Yamhill,Yamhill,US:41071,
annaphila-macfarlandi,45.52,-123.109,1935,filled,Washington,Washington,US:41067,
annaphila-macfarlandi,44.565,-123.261,1937,filled,Benton,Benton,US:41003,
cucullia-antipoda,46.065,-118.352,1944,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.065,-118.352,1946,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.065,-118.352,1947,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.086,-118.904,1949,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.086,-118.904,1949,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.086,-118.904,1949,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.217,-120.433,1949,filled,Yakima,Yakima,US:53077,
cucullia-antipoda,48.096,-119.781,1951,filled,Okanogan,Okanogan,US:53047,
cucullia-antipoda,48.096,-119.781,1951,filled,Okanogan,Okanogan,US:53047,
cucullia-antipoda,46.324,-120.008,1952,filled,Yakima,Yakima,US:53077,
cucullia-antipoda,46.286,-119.283,1954,filled,Benton,Benton,US:53005,
cucullia-antipoda,46.286,-119.283,1954,filled,Benton,Benton,US:53005,
sympistis-poliochroa,44.135,-118.972,1955,filled,Grant,Grant,US:41023,
