P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
51a0935.2,,3143.9,Pelochrista fremonti,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,fremonti,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.9,"Pelochrista fremonti Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 75.","Pelochrista fremonti Wright & Gilligan, 2017",620987.1
51a0936.1,,3077,Pelochrista momana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,momana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3077,"Pelochrista momana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma momana Kearfott, 1907
Eucosma metaschista Meyrick, 1912",620993
51a0937.1,,3149.1,Pelochrista gelattana,"Wright, 2007",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,gelattana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3149.1,"Pelochrista gelattana Wright, 2007 n. sp., J. Lepid. Soc. 61: 121.","Pelochrista gelattana Wright, 2007",620947
51a0938.1,,3014,Pelochrista ridingsana,"(Robinson, 1869)",Snakeweed Borer,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,ridingsana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3014,"Pelochrista ridingsana (Robinson, 1869), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3017 Pelochrista magnidicana (Heinrich, 1923), MONA Fascicle 9.5: 78.","Conchylis ridingsana Robinson, 1869
Eucosma magnidicana Heinrich, 1923",621019
51a0938.2,,3014.2,Pelochrista argentifurcatana,"(Grote, 1876)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,argentifurcatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3014.2,"Pelochrista argentifurcatana (Grote, 1876), treated as a synonym of 3014 Pelochrista ridingsana (Robinson, 1869) in Hodges et al. (1983) (Checklist), is raised to full species status, MONA Fascicle 9.5: 80.","Conchylis argentifurcatana Grote, 1876
Conchylis hipeana Grote, 1876",621019.1
51a0939.1,,3014.1,Pelochrista griselda,"(Blanchard & Knudson, 1981)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,griselda,https://mothphotographersgroup.msstate.edu/species.php?hodges=3014.1,"Pelochrista griselda (Blanchard & Knudson, 1981) n. sp., J. Lepid. Soc. 35: <a href=http://images.peabody.yale.edu/lepsoc/jls/1980s/1981/1981-35(3)173-Blanchard.pdf>173-178</a>, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma griselda Blanchard & Knudson, 1981",620954
51a0940.1,,3015,Pelochrista fernaldana,"(Grote, 1880)",Fernald's Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,fernaldana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3015,"Pelochrista fernaldana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca fernaldana Grote, 1880",620937
51a0941.1,,3063,Pelochrista immaculana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,immaculana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3063,"Pelochrista immaculana (Kearfott, 1907), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3016 Pelochrista betana (McDunnough, 1942), MONA Fascicle 9.5: 82.","Eucosma immaculana Kearfott, 1907
Eucosma betana McDunnough, 1942",620964
51a0942.1,,3011.1,Pelochrista aurilineana,"(Ferris, 2005)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,aurilineana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3011.1,"Pelochrista aurilineana (Ferris, 2005) n.sp., Zootaxa 806: 2, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma aurilineana Ferris, 2005",620896
51a0943.1,,3023,Pelochrista sandiego,"(Kearfott, 1908)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,sandiego,https://mothphotographersgroup.msstate.edu/species.php?hodges=3023,"Pelochrista sandiego: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma sandiego Kearfott, 1908
Eucosma sandiegana Meyrick, 1912",621027
51a0944.1,,3023.1,Pelochrista atascosana,"(Blanchard, 1980)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,atascosana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3023.1,"Pelochrista atascosana (Blanchard, 1980) n. sp., J. Lepid. Soc. 33: 212, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma atascosana Blanchard, 1980",620894
51a0945.1,,3057,Pelochrista luridana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,luridana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3057,"Pelochrista luridana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca luridana Walsingham, 1879",620979
51a0946.1,,3089,Pelochrista totana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,totana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3089,"Pelochrista totana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma totana Kearfott, 1907
Eucosma spodias Meyrick, 1912",621044
51a0947.1,,3089.3,Pelochrista taosana,"(Wright, 2005)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,taosana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3089.3,"Pelochrista taosana (Wright, 2005)n. sp., J. Lepid. Soc. 51: 119, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma taosana Wright, 2005",621043
51a0948.1,,3092,Pelochrista larana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,larana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3092,"Pelochrista larana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca larana Walsingham, 1879
Eucosma emaciatana of authors not Walsingham, 1884",620974
51a0949.1,,3089.2,Pelochrista nordini,"(Wright, 2005)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,nordini,https://mothphotographersgroup.msstate.edu/species.php?hodges=3089.2,"Pelochrista nordini (Wright, 2005) n. sp., J. Lepid. Soc. 51: 119, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma nordini Wright, 2005",620997
51a0950.1,,3089.1,Pelochrista piperata,"(Wright, 2005)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,piperata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3089.1,"Pelochrista piperata (Wright, 2005) n. sp., J. Lepid. Soc. 51: 119, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma piperata Wright, 2005",621010
51a0951.1,,3085,Pelochrista eburata,"(Heinrich, 1929)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,eburata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3085,"Pelochrista eburata (Heinrich, 1929), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3102 Pelochrista williamsi (Powell, 1963), MONA Fascicle 9.5: 89.","Eucosma eburata Heinrich, 1929
Eucosma williamsi Powell, 1963",620931
51a0952.1,,3083,Pelochrista invicta,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,invicta,https://mothphotographersgroup.msstate.edu/species.php?hodges=3083,"Pelochrista invicta: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca invicta Walsingham, 1895",620966
51a0953.1,,3086,Pelochrista subinvicta,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,subinvicta,https://mothphotographersgroup.msstate.edu/species.php?hodges=3086,"Pelochrista subinvicta: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma subinvicta Kearfott, 1907",621040
51a0954.1,,3087,Pelochrista snyderana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,snyderana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3087,"Pelochrista snyderana (Kearfott, 1907) includes as a synonym 3084 Pelochrista sperryana (McDunnough, 1942) in Wright (2007), J. Lepid. Soc., 61(1): 42. This species was transferred from the genus Eucosma in Gilligan et al. (2013), Zootaxa, 3746(2): 327.","Eucosma snyderana Kearfott, 1907
Eucosma sperryana McDunnough, 1942",621036
51a0955.1,,3141,Pelochrista canana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,canana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3141,"Pelochrista canana (Walsingham, 1879), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonyms 3164 P. expolitana (Heinrich, 1923) and 3166 P. metariana (Heinrich, 1923), Wright & Gilligan (2017), MONA Fascicle 9.5: 93.","Paedisca canana Walsingham, 1879
Eucosma expolitana Heinrich, 1923
Eucosma metariana Heinrich, 1923",620905
51a0955.2,,3141.1,Pelochrista artesiana,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,artesiana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3141.1,"Pelochrista artesiana Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 49.","Pelochrista artesiana Wright & Gilligan, 2017",620905.1
51a0955.3,,3141.2,Pelochrista erema,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,erema,https://mothphotographersgroup.msstate.edu/species.php?hodges=3141.2,"Pelochrista erema Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 95.","Pelochrista erema Wright & Gilligan, 2017",620905.2
51a0956.1,,3165,Pelochrista rorana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,rorana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3165,,"Eucosma rorana Kearfott, 1907
Eucosma sceletopa Meyrick, 1912",621022
51a0957.1,,3170,Pelochrista vandana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,vandana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3170,,"Eucosma vandana Kearfott, 1907
Eucosma pholas Meyrick, 1912",621046
51a0958.1,,3167,Pelochrista passerana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,passerana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3167,,"Paedisca passerana Walsingham, 1879",621007
51a0959.1,,3169,Pelochrista womonana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,womonana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3169,,"Eucosma womonana Kearfott, 1907
Eucosma seminitis Meyrick, 1912",621050
51a0960.1,,3168,Pelochrista zomonana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,zomonana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3168,,"Eucosma zomonana Kearfott, 1907
Eucosma explosa Meyrick, 1912",621051
51a0960.2,,3168.1,Pelochrista olivacea,"Wright & Gilligan, 2017",Olivaceous Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,olivacea,https://mothphotographersgroup.msstate.edu/species.php?hodges=3168.1,"Pelochrista olivacea Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 100.","Pelochrista olivacea Wright & Gilligan, 2017",621051.1
51a0960.3,,3168.2,Pelochrista flava,"Wright & Gilligan, 2017",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,flava,https://mothphotographersgroup.msstate.edu/species.php?hodges=3168.2,"Pelochrista flava Wright & Gilligan, 2017, n. sp., MONA Fascicle 9.5: 101.","Pelochrista flava Wright & Gilligan, 2017",621051.2
51a0961.1,,3088,Pelochrista emaciatana,"(Walsingham, 1884)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,emaciatana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3088,"Pelochrista emaciatana (Walsingham, 1884) includes as a synonym 3158 Pelochrista perpropinqua (Heinrich, 1929), J. Lepid. Soc. 2005, 59:3, p. 121-133.","Paedisca emaciatana Walsingham, 1884
Eucosma perpropinqua Heinrich, 1929",620932
51a0962.1,,3154,Pelochrista popana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,popana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3154,,"Eucosma popana Kearfott, 1907
Eucosma carcharias Meyrick, 1912",621011
51a0963.1,,3170.1,Pelochrista powelli,"Wright, 2005",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,powelli,https://mothphotographersgroup.msstate.edu/species.php?hodges=3170.1,"Pelochrista powelli Wright 2005 n. sp., J. Lepid. Soc. 59:3 p. 132.","Pelochrista powelli Wright, 2005",621012
51a0964.1,,3157,Pelochrista reversana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,reversana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3157,,"Eucosma reversana Kearfott, 1907",621017
51a0965.1,,3157.1,Pelochrista ainsliei,"Wright, 2008",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,ainsliei,https://mothphotographersgroup.msstate.edu/species.php?hodges=3157.1,"Pelochrista ainsliei Wright, 2008 n. sp., J. Lepid. Soc. 62(4), p. 222.","Pelochrista ainsliei Wright, 2008
Eucosma occipitana of authors not Zeller, 1876",620890
51a0966.1,,3157.2,Pelochrista kingi,"Wright, 2008",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,kingi,https://mothphotographersgroup.msstate.edu/species.php?hodges=3157.2,"Pelochrista kingi Wright, 2008 n. sp., J. Lepid. Soc. 62(4), p. 225.","Pelochrista kingi Wright, 2008",620971
51a0967.1,,3143.1,Pelochrista blanchardi,"(Wright, 2012)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,blanchardi,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.1,"Pelochrista blanchardi: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma blanchardi Wright, 2012",620903
51a0968.1,,3143.7,Pelochrista johnstoni,"(Wright, 2012)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,johnstoni,https://mothphotographersgroup.msstate.edu/species.php?hodges=3143.7,"Pelochrista johnstoni: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma johnstoni Wright, 2012",620968
51a0969.1,,3030,Pelochrista ragonoti,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,ragonoti,https://mothphotographersgroup.msstate.edu/species.php?hodges=3030,"Pelochrista ragonoti: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca ragonoti Walsingham, 1895
Eucosma barnesiana Dyar, 1903",621016
51a0970.1,,3054.1,Pelochrista kandana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,kandana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3054.1,"Pelochrista kandana (Kearfott, 1907) is elevated from synonymy of 3054 Eucosma perdricana in Wright (2007) and transferred to the genus Pelochrista in Gilligan, T.M. &  D.J. Wright, 2013.","Eucosma kandana Kearfott, 1907
Eucosma argillacea Meyrick, 1912
Eucosma perdricana of authors not Walsingham, 1895",620970
51a0971.1,,3112,Pelochrista nandana,"(Kearfott, 1907)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,nandana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3112,"Pelochrista nandana (Kearfott, 1907), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3145 Eucosma fuscana (Kearfott, 1907), Jour. Lepid. Soc., 73(2): 120.","Eucosma nandana Kearfott, 1907
Eucosma chersaea Meyrick, 1912",620995
51a0972.1,,3162,Pelochrista corosana,"(Walsingham, 1884)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,corosana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3162,"Pelochrista corosana (Walsingham, 1884) includes as a synonym Pelochrista nuntia (Heinrich, 1929) in Wright & Gilligan (2017), MONA Fascicle 9.5: 110.","Paedisca corosana Walsingham, 1884
Eucosma nuntia Heinrich, 1929",620917
51a0973.1,,3151,Pelochrista scintillana,"(Clemens, 1865)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,scintillana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3151,,"Callimosema scintillana Clemens, 1865
Eucosma circulana of authors not Hübner, 1823
Paedisca dodecana Zeller, 1876
Eucosma paraglypta Meyrick, 1912
Eucosma randana Kearfott, 1907",621028
51a0974.1,,3132,Pelochrista pulveratana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,pulveratana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132,"Pelochrista pulveratana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Paedisca pulveratana Walsingham, 1879",621014
51a0975.1,,3133,Pelochrista consobrinana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,consobrinana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3133,"Pelochrista consobrinana: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma consobrinana Heinrich, 1923",620914
51a0976.1,,3139,Pelochrista suadana,"(Heinrich, 1923)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,suadana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3139,"Pelochrista suadana (Heinrich, 1923) was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337 and includes as a synonym 3140 Eucosma aeana (McDunnough 1942), Jour. Lepid. Soc. 65(2): 105.","Eucosma suadana Heinrich, 1923
Eucosma aeana McDunnough, 1942",621038
51a0977.1,,3132.1,Pelochrista seamansi,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,seamansi,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.1,"Pelochrista seamansi (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 105, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma seamansi Wright, 2011",621029
51a0978.1,,3132.3,Pelochrista coconana,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,coconana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.3,"Pelochrista coconana (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 110, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma coconana Wright, 2011",620911
51a0979.1,,3132.2,Pelochrista sepiana,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,sepiana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.2,"Pelochrista sepiana (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 109, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma sepiana Wright, 2011",621030
51a0980.1,,3132.4,Pelochrista parapulveratana,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,parapulveratana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.4,"Pelochrista parapulveratana (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 114, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma parapulveratana Wright, 2011",621006
51a0981.1,,3132.6,Pelochrista floridensis,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,floridensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.6,"Pelochrista floridensis (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 111, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma floridensis Wright, 2011",620939
51a0982.1,,3132.5,Pelochrista navajoensis,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,navajoensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.5,"Pelochrista navajoensis (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 111, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma navajoensis Wright, 2011",620996
51a0983.1,,3132.7,Pelochrista costastriata,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,costastriata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.7,"Pelochrista costastriata (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 114, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma costastriata Wright, 2011",620918
51a0984.1,,3138,Pelochrista mirosignata,"(Heinrich, 1929)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,mirosignata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3138,"Pelochrista mirosignata: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma mirosignata Heinrich, 1929
Eucosma microsignata Brown, 2005",620990
51a0985.1,,3132.8,Pelochrista mojaveana,"(Wright, 2011)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,mojaveana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3132.8,"Pelochrista mojaveana (Wright, 2011), n. sp., Jour. Lepid. Soc. 65(2): 117, was formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma mojaveana Wright, 2011",620992
51a0986.1,,3104,Pelochrista mediostriata,"(Walsingham, 1895)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,mediostriata,https://mothphotographersgroup.msstate.edu/species.php?hodges=3104,"Pelochrista mediostriata, n. comb., was previously in the genus Eucosma, Wright, 2008, J. Lepid. Soc. 62(4), p. 221.","Paedisca mediostriata Walsingham, 1895
Eucosma sepulchrana Clarke, 1958
Eucosma sepulcrana Meyrick, 1927",620985
51a0987.1,,3160,Pelochrista palpana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,palpana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3160,,"Paedisca palpana Walsingham, 1879",621005
51a0988.1,,3160.1,Pelochrista gilligani,"Wright, 2008",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,gilligani,https://mothphotographersgroup.msstate.edu/species.php?hodges=3160.1,"Pelochrista gilligani Wright, 2008 n. sp., J. Lepid. Soc. 62(4), p. 227.","Pelochrista gilligani Wright, 2008",620949
51a0989.1,,3091,Pelochrista matutina,"(Grote, 1873)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,matutina,https://mothphotographersgroup.msstate.edu/species.php?hodges=3091,"Pelochrista matutina: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Penthina matutina Grote, 1873
Eucosma grotiana Kearfott, 1908",620984
51a0990.1,,3129,Pelochrista fiskeana,"(Kearfott, 1905)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,fiskeana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3129,"Pelochrista fiskeana (Kearfott, 1905), formerly in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3128 Eucosma pandana (Kearfott, 1907), Jour. Lepid. Soc. 69(1): 63-72.","Eucosma fiskeana Kearfott, 1905
Eucosma pandana Kearfott, 1907
Eucosma sardiopa Meyrick, 1912",620938
51a0991.1,,3182,Pelochrista symbolaspis,"(Meyrick, 1927)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,symbolaspis,https://mothphotographersgroup.msstate.edu/species.php?hodges=3182,"Pelochrista symbolaspis: Formerly in the genus Epiblema, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma symbolaspis Meyrick, 1927",621042
51a0992.1,,3086.1,Pelochrista sullivani,"Wright, 2015",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,sullivani,https://mothphotographersgroup.msstate.edu/species.php?hodges=3086.1,"Pelochrista sullivani Wright, 2015, sp. n., Jour. Lepid. Soc. 69(1): 63-72.","Pelochrista sullivani Wright, 2015",621041
51a0993.1,,3057.1,Pelochrista lynxana,"Wright, 2015",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,lynxana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3057.1,"Pelochrista lynxana Wright, 2015, sp. n., Jour. Lepid. Soc. 69(1): 63-72.","Pelochrista lynxana Wright, 2015",620980
51a0994.1,,3119,Pelochrista juncticiliana,"(Walsingham, 1879)",,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,juncticiliana,https://mothphotographersgroup.msstate.edu/species.php?hodges=3119,"Pelochrista juncticiliana (Walsingham, 1879), formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337, includes as a synonym 3121 Pelochrista excusabilis (Heinrich, 1923), MONA Fascicle 9.5: 129.","Paedisca juncticiliana Walsingham, 1879
Eucosma excusabilis Heinrich, 1923",620969
51a0995.1,,3120,Pelochrista derelicta,"(Heinrich, 1929)",Derelict Pelochrista,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,,Pelochrista,derelicta,https://mothphotographersgroup.msstate.edu/species.php?hodges=3120,"Pelochrista derelicta: Formerly placed in the genus Eucosma, Gilligan et al. (2013), Zootaxa, 3746(2): 301-337.","Eucosma derelicta Heinrich, 1929
Pelochrista derelecta of authors, [no date]",620926
