P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
931482,,9268,Acronicta perdita,"(Grote, 1874)",Pacific Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,perdita,https://mothphotographersgroup.msstate.edu/species.php?hodges=9268,,"Acronycta perdita Grote, 1874",931482
931484,,9270,Acronicta othello,"(Smith, 1908)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,othello,https://mothphotographersgroup.msstate.edu/species.php?hodges=9270,,"Acronycta othello Smith, 1908",931484
931485,,9272,Acronicta oblinita,"(Smith, 1797)",Smeared Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,oblinita,https://mothphotographersgroup.msstate.edu/species.php?hodges=9272,Acronicta oblinita: Includes as a synonym Acronicta arioch [9271].,"Phalaena oblinita Smith, 1797
Acronycta arioch Strecker, 1898
Acronycta insolita Grote, 1873
Acronycta salicis Harris, 1869",931485
931485.1,,9277,Acronicta dolli,"(Barnes & McDunnough, 1918)",Doll's Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,dolli,https://mothphotographersgroup.msstate.edu/species.php?hodges=9277,"Acronicta dolli was formerly in the genus Merolonche (Lafontaine & Schmidt 2010),","Merolonche dolli Barnes & McDunnough, 1918",931492
931489,,9275,Acronicta lupini,"(Grote, 1873)",The Little Bear,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,lupini,https://mothphotographersgroup.msstate.edu/species.php?hodges=9275,"Acronicta lupini (Grote, 1873), formerly in the genus Merolonche (Lafontaine & Schmidt 2010), includes as synonyms atlinensis Barnes & Benjamin [9278] (Lafontaine & Schmidt 2010), ursina Smith [9279] (Pohl et al. 2010), and australis Mustelin & Leuschner, 2000 [9275.1] (Schmidt & Anweiler 2020).","Acronycta lupini Grote, 1873
Merolonche atlinensis Barnes & Benjamin, 1926
Merolonche australis Mustelin & Leuschner, 2000
Acronicta lupina McDunnough, 1938
Merolonche ursina Smith, 1898
Acronicta ursini Smith, 1911",931489
931491,,9276,Acronicta spinea,"(Grote, 1876)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,spinea,https://mothphotographersgroup.msstate.edu/species.php?hodges=9276,"Acronicta spinea was formerly in the genus Merolonche (Lafontaine & Schmidt 2010),","Apatela spinea Grote, 1876",931491
931491.1,,9264,Acronicta longa,"(Guenée, 1852)",Long-winged Dagger,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,longa,https://mothphotographersgroup.msstate.edu/species.php?hodges=9264,,"Acronycta longa Guenée, 1852
Apatela pallidicoma Grote, 1878
[unknown] set Barnes & Benjamin, 1927
Acronycta xyliniformis Guenée, 1852
Acronycta xylinoides Guenée, 1852",931478
931491.2,,9265,Acronicta extricata,"(Grote, 1882)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,extricata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9265,,"Apatela extricata Grote, 1882",931479
931491.3,,9269,Acronicta edolata,"(Grote, 1881)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,edolata,https://mothphotographersgroup.msstate.edu/species.php?hodges=9269,"Acronicta edolata (Grote, 1881) includes as a synonym 9273 Acronicta sagittata McDunnough, 1940 in Schmidt & Anweiler (2020), MONA Fascicle 25.4: 246.","Apatela edolata Grote, 1881
Acronicta sagittata McDunnough, 1940",931483
931491.4,,9274,Acronicta lanceolaria,"(Grote, 1875)",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,lanceolaria,https://mothphotographersgroup.msstate.edu/species.php?hodges=9274,,"Apatela lanceolaria Grote, 1875",931488
931491.5,,9272.1,Acronicta sinescripta,"Ferguson, [1989]",,Noctuoidea,Noctuidae,Acronictinae,,,Acronicta,sinescripta,https://mothphotographersgroup.msstate.edu/species.php?hodges=9272.1,"Acronicta sinescripta Ferguson, [1989], n. sp.: Journal of Research on the Lepidoptera, 26: 201-218.","Acronicta sinescripta Ferguson, [1989]",931486
931504,,10200,Cucullia asteroides,"Guenée, 1852",Asteroid Moth,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,asteroides,https://mothphotographersgroup.msstate.edu/species.php?hodges=10200,,"Cucullia asteroides Guenée, 1852",931504
931505,,10201,Cucullia montanae,"Grote, 1882",Mountain Hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,montanae,https://mothphotographersgroup.msstate.edu/species.php?hodges=10201,,"Cucullia montanae Grote, 1882
Cucullia montana Hampson, 1906",931505
931506,,10195,Cucullia similaris,"Smith, 1892",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,similaris,https://mothphotographersgroup.msstate.edu/species.php?hodges=10195,,"Cucullia similaris Smith, 1892",931506
931507,,10199,Cucullia omissa,"Dod, 1916",Omitted Hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,omissa,https://mothphotographersgroup.msstate.edu/species.php?hodges=10199,,"Cucullia omissa Dod, 1916",931507
931508,,10197,Cucullia florea,"Guenée, 1852",Gray-hooded-Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,florea,https://mothphotographersgroup.msstate.edu/species.php?hodges=10197,Cucullia florea: Includes as a synonym 10198.1 - Cucullia obscurior.,"Cucullia florea Guenée, 1852
Cucullia indicta Smith, 1904
Cucullia obscurior Smith, 1892",931508
931509,,10198,Cucullia postera,"Guenée, 1852",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,postera,https://mothphotographersgroup.msstate.edu/species.php?hodges=10198,,"Cucullia postera Guenée, 1852",931509
931510,,10196,Cucullia lilacina,"Schaus, 1898",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,lilacina,https://mothphotographersgroup.msstate.edu/species.php?hodges=10196,,"Cucullia lilacina Schaus, 1898
Cucullia agua Barnes, 1904",931510
931511,,10201.1,Cucullia eucaena,"Dyar, 1919",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,eucaena,https://mothphotographersgroup.msstate.edu/species.php?hodges=10201.1,,"Cucullia eucaena Dyar, 1919",931511
931512,,10203,Cucullia oribac,"Barnes, 1904",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,oribac,https://mothphotographersgroup.msstate.edu/species.php?hodges=10203,,"Cucullia oribac Barnes, 1904
Cucullia aribac Barnes & McDunnough, 1917
Cucullia arizona Smith, 1905
Cucullia perstrigata Hampson, 1906
Cucullia strigata Schaus, 1898",931512
931513,,10202,Cucullia convexipennis,"Grote & Robinson, 1868",Brown-hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,convexipennis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10202,,"Cucullia convexipennis Grote & Robinson, 1868",931513
931514,,10194,Cucullia intermedia,"Speyer, 1870",Intermediate Hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,intermedia,https://mothphotographersgroup.msstate.edu/species.php?hodges=10194,,"Cucullia intermedia Speyer, 1870
Cucullia cinderella Smith, 1892",931514
931515,,10194.1,Cucullia umbratica,"(Linnaeus, 1758)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,umbratica,https://mothphotographersgroup.msstate.edu/species.php?hodges=10194.1,"Cucullia umbratica (Linnaeus, 1758) is now recognized within the North American fauna from the Magdalen Islands, Quebec in Handfield & Handfield (2010), ZooKeys, 39: 183-186.","Phalaena umbratica Linnaeus, 1758
Cucullia sonchi Heinemann, 1859",931515
931516,,10190,Cucullia speyeri,"Lintner, 1874",Speyer's Hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,speyeri,https://mothphotographersgroup.msstate.edu/species.php?hodges=10190,,"Cucullia speyeri Lintner, 1874",931516
931517,,10190.1,Cucullia styx,"Poole, 1995",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,styx,https://mothphotographersgroup.msstate.edu/species.php?hodges=10190.1,"Cucullia styx Poole, 1995, n. sp.: MONA Fascicle 26.1: 1-249.","Cucullia styx Poole, 1995",931517
931518,,10190.2,Cucullia dorsalis,"Smith, 1892",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,dorsalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10190.2,Cucullia dorsalis is elevated from synonymy of 10190 Cucullia speyeri,"Cucullia dorsalis Smith, 1892",931518
931519,,10191,Cucullia laetifica,"Lintner, 1875",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,laetifica,https://mothphotographersgroup.msstate.edu/species.php?hodges=10191,,"Cucullia laetifica Lintner, 1875
Cucullia cita Grote, 1883
Cucullia hartmanni French, 1888",931519
931520,,10191.1,Cucullia lethe,"Poole, 1995",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,lethe,https://mothphotographersgroup.msstate.edu/species.php?hodges=10191.1,"Cucullia lethe Poole, 1995, n. sp.: MONA Fascicle 26.1: 1-249.","Cucullia lethe Poole, 1995",931520
931521,,10191.2,Cucullia charon,"Poole, 1995",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,charon,https://mothphotographersgroup.msstate.edu/species.php?hodges=10191.2,"Cucullia charon Poole, 1995, n. sp.: MONA Fascicle 26.1: 1-249.","Cucullia charon Poole, 1995",931521
931522,,10192,Cucullia alfarata,"Strecker, 1898",Camphorweed Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,alfarata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10192,,"Cucullia alfarata Strecker, 1898
Cucullia phila Smith, 1908",931522
931523,,10192.1,Cucullia eccissica,"Dyar, 1919",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,eccissica,https://mothphotographersgroup.msstate.edu/species.php?hodges=10192.1,Cucullia eccissica: Recorded from Arizona and California by Poole (1995).,"Cucullia eccissica Dyar, 1919",931523
931524,,10206,Cucullia antipoda,"Strecker, 1878",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,antipoda,https://mothphotographersgroup.msstate.edu/species.php?hodges=10206,Cucullia antipoda: Formerly placed in the genus Copicucullia. Includes as a synonym Cucullia luteodisca [10215].,"Cucullia antipoda Strecker, 1878
Cucullia propinqua Smith, 1894
Copicucullia adopitna Barnes & Benjamin, 1927
Copicucullia luteodisca Smith, 1909",931524
931525,,10206.1,Cucullia eurekae,"Poole, 1995",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,eurekae,https://mothphotographersgroup.msstate.edu/species.php?hodges=10206.1,"Cucullia eurekae Poole, 1995, n. sp.: MONA Fascicle 26.1: 1-249.","Cucullia eurekae Poole, 1995",931525
931526,,10212,Cucullia incresa,"(Smith, 1910)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,incresa,https://mothphotographersgroup.msstate.edu/species.php?hodges=10212,Cucullia incresa: Formerly placed in the genus Copicucullia. Includes as a synonym Cucllia jemezensis [10211].,"Copicucullia incresa Smith, 1910
Copicucullia jemezensis Dyar, 1922",931526
931527,,10213,Cucullia heinrichi,"(Barnes & Benjamin, 1924)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,heinrichi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10213,Cucullia heinrichi: Formerly placed in the genus Copicucullia.,"Copicucullia heinrichi Barnes & Benjamin, 1924",931527
931528,,10214,Cucullia astigma,"(Smith, 1894)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,astigma,https://mothphotographersgroup.msstate.edu/species.php?hodges=10214,Cucullia astigma: Formerly placed in the genus Copicucullia.,"Copicucullia astigma Smith, 1894",931528
931529,,10209,Cucullia eulepis,"(Grote, 1876)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,eulepis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10209,Cucullia eulepis: Formerly placed in the genus Copicucullia.,"Cleophana eulepis Grote, 1876
Cucullia bistriga Smith, 1892
Copicucullia mala Smith, 1908",931529
931530,,10210,Cucullia cucullioides,"(Barnes & Benjamin, 1923)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,cucullioides,https://mothphotographersgroup.msstate.edu/species.php?hodges=10210,Cucullia cucullioides: Formerly placed in the genus Copicucullia.,"Copicucullia cucullioides Barnes & Benjamin, 1923",931530
931531,,10207,Cucullia basipuncta,"(Barnes & McDunnough, 1918)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,basipuncta,https://mothphotographersgroup.msstate.edu/species.php?hodges=10207,Cucullia basipuncta: Formerly placed in the genus Copicucullia.,"Copicucullia basipuncta Barnes & McDunnough, 1918",931531
931532,,10208,Cucullia mcdunnoughi,"(Henne, 1940)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,mcdunnoughi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10208,Cucullia mcdunnoughi: Formerly placed in the genus Copicucullia.,"Copicucullia mcdunnoughi Henne, 1940",931532
931533,,10205,Cucullia luna,"Morrison, 1875",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,luna,https://mothphotographersgroup.msstate.edu/species.php?hodges=10205,Cucullia luna: Formerly placed in the genus Nycterophaeta.,"Cucullia luna Morrison, 1875
Nycterophaeta magdalena Hulst, 1882
Epinyctis notatella Grote, 1882",931533
931534,,10184,Cucullia serraticornis,"Lintner, 1874",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,serraticornis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10184,Cucullia serraticornis: Formerly placed in the genus Rancora. Includes as a synonym Cucullia solidaginis [10187].,"Cucullia serraticornis Lintner, 1874
Cucullia matricariae Strecker, 1874
Cucullia solidaginis Strecker, 1874",931534
931535,,10185,Cucullia comstocki,"(McDunnough, 1937)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,comstocki,https://mothphotographersgroup.msstate.edu/species.php?hodges=10185,Cucullia comstocki: Formerly placed in the genus Rancora.,"Rancora comstocki McDunnough, 1937",931535
931536,,10183,Cucullia strigata,"(Smith, 1892)",Streaked Hooded Owlet,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,strigata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10183,Cucullia strigata: Formerly placed in the genus Rancora. Includes as synonyms Cucullia brucei [10186] and Cucullia ketchikana [10187.3].,"Rancora strigata Smith, 1892
Rancora brucei Smith, 1903
Rancora ketchikana Barnes & Benjamin, 1922",931536
931537,,10187.2,Cucullia albida,"Smith, 1894",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,albida,https://mothphotographersgroup.msstate.edu/species.php?hodges=10187.2,Cucullia albida: Formerly placed in the genus Rancora. Includes as a synonym Cucullia albicinerea [10187.1].,"Cucullia albida Smith, 1894
Rancora albicinerea Smith, 1903",931537
931538,,10180,Cucullia pulla,"(Grote, 1881)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,pulla,https://mothphotographersgroup.msstate.edu/species.php?hodges=10180,Cucullia pulla: Formerly placed in the genus Lathosea. Includes as a synonym Cucllia spauldingi [10182].,"Lathosea pulla Grote, 1881
Lathosea pullata Grote, 1890
Lathosea spaldingi Franclemont & Todd, 1983
Lathosea spauldingi Barnes & Benjamin, 1922",931538
931539,,10181,Cucullia dammersi,"(McDunnough, 1935)",,Noctuoidea,Noctuidae,Cuculliinae,,,Cucullia,dammersi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10181,Cucullia dammersi: Formerly placed in the genus Lathosea.,"Lathosea dammersi McDunnough, 1935",931539
931540,,10188,Dolocucullia dentilinea,"(Smith, 1899)",,Noctuoidea,Noctuidae,Cuculliinae,,,Dolocucullia,dentilinea,https://mothphotographersgroup.msstate.edu/species.php?hodges=10188,Dolocucullia dentilinea: Formerly placed in the genus Cucullia.,"Xylina dentilinea Smith, 1899
Cucullia mexicana Draudt, 1924",931540
931540.1,,10188.1,Dolocucullia poolei,"Crabo & Hammond, 2018",,Noctuoidea,Noctuidae,Cuculliinae,,,Dolocucullia,poolei,https://mothphotographersgroup.msstate.edu/species.php?hodges=10188.1,"Dolocucullia poolei Crabo & Hammond, 2018, n. sp., ZooKeys, 788: 204.","Dolocucullia poolei Crabo & Hammond, 2018",931540.1
931541,,10193,Dolocucullia minor,"(Barnes & McDunnough, 1913)",,Noctuoidea,Noctuidae,Cuculliinae,,,Dolocucullia,minor,https://mothphotographersgroup.msstate.edu/species.php?hodges=10193,Dolocucullia minor: Formerly placed in the genus Cucullia.,"Cucullia minor Barnes & McDunnough, 1913",931541
931542,,10216,Opsigalea blanchardi,"Todd, 1966",,Noctuoidea,Noctuidae,Cuculliinae,,,Opsigalea,blanchardi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10216,,"Opsigalea blanchardi Todd, 1966",931542
931542.1,,10216.1,Opsigalea ocellata,"(Walker, 1865)",,Noctuoidea,Noctuidae,Cuculliinae,,,Opsigalea,ocellata,https://mothphotographersgroup.msstate.edu/species.php?hodges=10216.1,"Opsigalea ocellata (Walker, 1865) is now recognized within the North American fauna, specimens from Arizona identified by Noel McFarland. A male collected in 2009 was confirmed with dissection by Cliff Ferris.","Nystalea ocellata Walker, 1865",931542.1
931543,,10217,Emariannia cucullidea,"Benjamin, 1933",,Noctuoidea,Noctuidae,Cuculliinae,,,Emariannia,cucullidea,https://mothphotographersgroup.msstate.edu/species.php?hodges=10217,,"Emariannia cucullidea Benjamin, 1933",931543
931544,,9638,Amphipyra pyramidoides,"Guenée, 1852",Copper Underwing,Noctuoidea,Noctuidae,Amphipyrinae,Amphipyrini,,Amphipyra,pyramidoides,https://mothphotographersgroup.msstate.edu/species.php?hodges=9638,,"Amphipyra pyramidoides Guenée, 1852
Amphipyra carbonita Franclemont, 1941
Amphipyra conspersa Riley, 1871
Amphipyra inornata Grote, 1864",931544
931545,,9639,Amphipyra tragopoginis,"(Clerck, 1759)",Mouse Moth,Noctuoidea,Noctuidae,Amphipyrinae,Amphipyrini,,Amphipyra,tragopoginis,https://mothphotographersgroup.msstate.edu/species.php?hodges=9639,,"Phalaena tragopoginis Clerck, 1759
Amphipyra distincta Rothschild, 1920
Phalaena luciola Hufnagel, 1766
Agrotis repressus Grote, 1871
Amphipyra tragopogonis of authors, [no date]
Amphipyra turcomana Staudinger, 1888",931545
931546,,9640,Amphipyra glabella,"(Morrison, 1875)",Smooth Amphipyra,Noctuoidea,Noctuidae,Amphipyrinae,Amphipyrini,,Amphipyra,glabella,https://mothphotographersgroup.msstate.edu/species.php?hodges=9640,,"Pyrophila glabella Morrison, 1875",931546
931547,,9641,Amphipyra brunneoatra,"Strand, 1916",,Noctuoidea,Noctuidae,Amphipyrinae,Amphipyrini,,Amphipyra,brunneoatra,https://mothphotographersgroup.msstate.edu/species.php?hodges=9641,,"Amphipyra brunneoatra Strand, 1916",931547
931548,,10019,Psaphida resumens,"Walker, 1865",Figure-Eight Sallow,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Psaphidina,Psaphida,resumens,https://mothphotographersgroup.msstate.edu/species.php?hodges=10019,,"Psaphida resumens Walker, 1865
Dicopis muralis Grote, 1874
•Cymatophora viridescens Walker, 1865",931548
931549,,10020,Psaphida thaxterianus,"(Grote, 1874)",,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Psaphidina,Psaphida,thaxterianus,https://mothphotographersgroup.msstate.edu/species.php?hodges=10020,,"Dicopis thaxterianus Grote, 1874",931549
931550,,10014,Psaphida rolandi,"(Grote, 1874)",Roland's Sallow,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Psaphidina,Psaphida,rolandi,https://mothphotographersgroup.msstate.edu/species.php?hodges=10014,Psaphida rolandi: Formerly placed in the genus Eutolype.,"Eutolype rolandi Grote, 1874
Copipanolis vernalis Morrison, 1875",931550
931551,,10013,Psaphida grandis,"(Smith, 1898)",Gray Sallow,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Psaphidina,Psaphida,grandis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10013,Psaphida grandis: Formerly placed in the genus Eutolype.,"Eutolype grandis Smith, 1898",931551
931552,,10012,Psaphida electilis,"(Morrison, 1875)",Chosen Sallow,Noctuoidea,Noctuidae,Amphipyrinae,Psaphidini,Psaphidina,Psaphida,electilis,https://mothphotographersgroup.msstate.edu/species.php?hodges=10012,Psaphida electilis: Formerly placed in the genus Eutolype.,"Dicopis electilis Morrison, 1875
Eutolype bombyciformis Smith, 1892
Dicopis depilis Grote, 1881",931552
