species_slug,filename,photographer,weight,license,view,specimen,navigational,locality,state,latitude,longitude,elevation_ft,year,month,day,collector,subspecies
euxoa-messoria,Euxoa messoria-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Chuckanut Mt., W slope",WA,48.68,-122.48,958,1995,8,26,L. G. Crabo,
euxoa-messoria,Euxoa messoria-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Chuckanut Mt., W slope",WA,48.68,-122.48,958,1995,8,26,L. G. Crabo,
euxoa-messoria,Euxoa messoria-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-messoria,Euxoa messoria-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-messoria,Euxoa messoria-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Satus Pass to Simcoe Butte,WA,45.99,-120.66,3288,2000,9,1,L. G. Crabo,
euxoa-messoria,Euxoa messoria-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Satus Pass to Simcoe Butte,WA,45.99,-120.66,3288,2000,9,1,L. G. Crabo,
euxoa-mimallonis,Euxoa mimallonis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Quartz Mt.,WA,47.074,-121.061,5324,2000,8,5,L. & E. Crabo,
euxoa-mimallonis,Euxoa mimallonis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Quartz Mt.,WA,47.074,-121.061,5324,2000,8,5,L. & E. Crabo,
euxoa-mimallonis,Euxoa mimallonis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
euxoa-mimallonis,Euxoa mimallonis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
euxoa-misturata,Euxoa misturata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Bridgeport,OR,44.501,-117.762,3542,2001,8,22,L. G. Crabo,
euxoa-misturata,Euxoa misturata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Bridgeport,OR,44.501,-117.762,3542,2001,8,22,L. G. Crabo,
euxoa-misturata,Euxoa misturata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2001,9,22,Crabo/Troubridge,
euxoa-misturata,Euxoa misturata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2001,9,22,Crabo/Troubridge,
euxoa-misturata,Euxoa misturata-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-misturata,Euxoa misturata-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-mitis,Euxoa mitis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-mitis,Euxoa mitis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-mitis,Euxoa mitis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-mitis,Euxoa mitis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-moerens,Euxoa moerens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2001,9,22,Crabo/Troubridge,
euxoa-moerens,Euxoa moerens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2001,9,22,Crabo/Troubridge,
euxoa-munis,Euxoa munis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Missouri Gulch,CA,39.876,-120.63,5580,2003,8,26,LG Crabo,
euxoa-munis,Euxoa munis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Missouri Gulch,CA,39.876,-120.63,5580,2003,8,26,LG Crabo,
euxoa-murdocki,Euxoa murdocki-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Pine Cyn.,WA,47.642,-120.145,2747,2003,9,12,L. G. Crabo,
euxoa-murdocki,Euxoa murdocki-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Pine Cyn.,WA,47.642,-120.145,2747,2003,9,12,L. G. Crabo,
euxoa-nevada,Euxoa nevada-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2637,2007,9,12,L. G. Crabo,
euxoa-nevada,Euxoa nevada-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2637,2007,9,12,L. G. Crabo,
euxoa-nevada,Euxoa nevada-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-nevada,Euxoa nevada-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-nomas,Euxoa nomas-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,10mi S Carcross,YT,60,-134.7,1830,,,,G & M Wood,
euxoa-nomas,Euxoa nomas-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,10mi S Carcross,YT,60,-134.7,1830,,,,G & M Wood,
euxoa-nostra,Euxoa nostra-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
euxoa-nostra,Euxoa nostra-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
euxoa-obeliscoides,Euxoa obeliscoides-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-obeliscoides,Euxoa obeliscoides-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-obeliscoides,Euxoa obeliscoides-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-obeliscoides,Euxoa obeliscoides-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-oblongistigma,Euxoa oblongistigma-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Pine Cr.,OR,44.517,-117.918,4082,2001,8,22,L. G. Crabo,
euxoa-oblongistigma,Euxoa oblongistigma-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Pine Cr.,OR,44.517,-117.918,4082,2001,8,22,L. G. Crabo,
euxoa-occidentalis,Euxoa occidentalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-occidentalis,Euxoa occidentalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Derby Cyn.,WA,47.61,-120.52,2597,2002,8,22,L. G. Crabo,
euxoa-ochrogaster,Euxoa ochrogaster-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Kootenay district, Purcell Mts, Springs Cr & ridge NE, Paradise mine",BC,50.47,-116.29,7900,1994,7,23,LG Crabo & J Troubridge,
euxoa-ochrogaster,Euxoa ochrogaster-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Kootenay district, Purcell Mts, Springs Cr & ridge NE, Paradise mine",BC,50.47,-116.29,7900,1994,7,23,LG Crabo & J Troubridge,
euxoa-ochrogaster,Euxoa ochrogaster-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
euxoa-ochrogaster,Euxoa ochrogaster-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
euxoa-ochrogaster,Euxoa ochrogaster-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,"Rocky Mts, Livingstone Range, Rt532 at Pass S of Hailstone Butte",AB,50.2,-114.44,6600,1994,7,24,LG Crabo & J Troubridge,
euxoa-ochrogaster,Euxoa ochrogaster-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,"Rocky Mts, Livingstone Range, Rt532 at Pass S of Hailstone Butte",AB,50.2,-114.44,6600,1994,7,24,LG Crabo & J Troubridge,
euxoa-olivalis,Euxoa olivalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-olivalis,Euxoa olivalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-olivia,Euxoa olivia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,2003,9,12,L. G. Crabo,
euxoa-olivia,Euxoa olivia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,2003,9,12,L. G. Crabo,
euxoa-olivia,Euxoa olivia-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Namorf,OR,43.774,-117.736,2637,2007,9,12,L. G. Crabo,
euxoa-olivia,Euxoa olivia-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Namorf,OR,43.774,-117.736,2637,2007,9,12,L. G. Crabo,
euxoa-olivia,Euxoa olivia-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,"Jim Mtn., 1.5mS",WA,47.9,-118.495,2075,2004,9,7,L. & E. Crabo,
euxoa-olivia,Euxoa olivia-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,"Jim Mtn., 1.5mS",WA,47.9,-118.495,2075,2004,9,7,L. & E. Crabo,
euxoa-pallidimacula,Euxoa pallidimacula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2002,6,2,Crabo/Troubridge,
euxoa-pallidimacula,Euxoa pallidimacula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2002,6,2,Crabo/Troubridge,
euxoa-pallipennis,Euxoa pallipennis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-pallipennis,Euxoa pallipennis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-pallipennis,Euxoa_pallipennis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
euxoa-pallipennis,Euxoa_pallipennis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
euxoa-perexcellens,Euxoa perexcellens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Deception Pass SP, South Beach",WA,48.38,-122.66,23,1995,8,27,L. G. Crabo,
euxoa-perexcellens,Euxoa perexcellens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Deception Pass SP, South Beach",WA,48.38,-122.66,23,1995,8,27,L. G. Crabo,
euxoa-perexcellens,Euxoa perexcellens-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Jameson L., SW end",WA,47.66,-119.62,1967,1999,6,12,L. & E. Crabo,
euxoa-perexcellens,Euxoa perexcellens-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Jameson L., SW end",WA,47.66,-119.62,1967,1999,6,12,L. & E. Crabo,
euxoa-permixta,Euxoa permixta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,2mi S Chumstick Mtn,WA,47.62,-120.45,4040,2003,7,3,LG Crabo & EK Crabo,
euxoa-permixta,Euxoa permixta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,2mi S Chumstick Mtn,WA,47.62,-120.45,4040,2003,7,3,LG Crabo & EK Crabo,
euxoa-perolivalis,Euxoa perolivalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Hailstone Butte,AB,50.2,-114.44,6676,2007,7,18,L. G. Crabo,
euxoa-perolivalis,Euxoa perolivalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Hailstone Butte,AB,50.2,-114.44,6676,2007,7,18,L. G. Crabo,
euxoa-perpolita,Euxoa perpolita-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,S Ross L,WA,48.74,-121.04,1750,2004,8,16,LG Crabo,
euxoa-perpolita,Euxoa perpolita-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,S Ross L,WA,48.74,-121.04,1750,2004,8,16,LG Crabo,
euxoa-perpolita,Euxoa perpolita-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,S Ross L,WA,48.74,-121.04,1750,2004,8,16,LG Crabo,
euxoa-perpolita,Euxoa perpolita-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,S Ross L,WA,48.74,-121.04,1750,2004,8,16,LG Crabo,
euxoa-pestula,Euxoa_pestula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
euxoa-pestula,Euxoa_pestula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
euxoa-pestula,Euxoa_pestula-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
euxoa-pestula,Euxoa_pestula-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
euxoa-pimensis,Euxoa_pimensis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
euxoa-pimensis,Euxoa_pimensis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
euxoa-pimensis,Euxoa_pimensis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
euxoa-pimensis,Euxoa_pimensis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
euxoa-plagigera,Euxoa plagigera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Anacortes, Washington Park",WA,48.49,-122.69,5,1997,8,2,L. G. Crabo,
euxoa-plagigera,Euxoa plagigera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Anacortes, Washington Park",WA,48.49,-122.69,5,1997,8,2,L. G. Crabo,
euxoa-pleuritica,Euxoa pleuritica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Walnut Cyn, 6.33mi EESE Flagstaff",AZ,,,6500,1965,7,8,JG Franclemont,
euxoa-pleuritica,Euxoa pleuritica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Walnut Cyn, 6.33mi EESE Flagstaff",AZ,,,6500,1965,7,8,JG Franclemont,
euxoa-pleuritica,Euxoa pleuritica-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Hochderrer Hill, 12.5mi NNW Flagstaff",AZ,,,8500,1964,7,18,JG Franclemont,
euxoa-pleuritica,Euxoa pleuritica-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Hochderrer Hill, 12.5mi NNW Flagstaff",AZ,,,8500,1964,7,18,JG Franclemont,
euxoa-pleuritica,Euxoa_pleuritica-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,,,,,,,,,,
euxoa-pleuritica,Euxoa_pleuritica-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,,,,,,,,,,
euxoa-pluralis,Euxoa pluralis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Bridgeport SP, W",WA,48,-119.62,1047,1995,5,29,L. & A. Crabo,
euxoa-pluralis,Euxoa pluralis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Bridgeport SP, W",WA,48,-119.62,1047,1995,5,29,L. & A. Crabo,
euxoa-punctigera,Euxoa punctigera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-punctigera,Euxoa punctigera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2002,8,22,L. G. Crabo,
euxoa-punctigera,Euxoa punctigera-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Chewelah Mtn,WA,48.28,-117.57,4400,2002,8,18,LG Crabo,
euxoa-punctigera,Euxoa punctigera-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Chewelah Mtn,WA,48.28,-117.57,4400,2002,8,18,LG Crabo,
euxoa-punctigera,Euxoa_punctigera-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,,,,,,,,,,
euxoa-punctigera,Euxoa_punctigera-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,,,,,,,,,,
euxoa-quadridentata,Euxoa quadridentata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,2003,9,12,L. G. Crabo,
euxoa-quadridentata,Euxoa quadridentata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,2003,9,12,L. G. Crabo,
euxoa-quadridentata,Euxoa quadridentata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Sand Hollow, 9 mi. SW Vale",OR,43.888,-117.362,2383,1997,9,15,Crabo/Troubridge,
euxoa-quadridentata,Euxoa quadridentata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Sand Hollow, 9 mi. SW Vale",OR,43.888,-117.362,2383,1997,9,15,Crabo/Troubridge,
euxoa-quebecensis,Euxoa quebecensis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"W Opal, N of Edmonton",AB,54.007,-113.269,2300,1999,7,12,LG Crabo & J Troubridge,
euxoa-quebecensis,Euxoa quebecensis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"W Opal, N of Edmonton",AB,54.007,-113.269,2300,1999,7,12,LG Crabo & J Troubridge,
euxoa-recula,Euxoa recula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2001,9,20,Crabo/Troubridge,
euxoa-recula,Euxoa recula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2001,9,20,Crabo/Troubridge,
euxoa-recula,Euxoa recula-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-recula,Euxoa recula-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
euxoa-recula,Euxoa recula-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Alkali L.,OR,43,-119.995,4343,2001,9,21,Crabo/Troubridge,
euxoa-recula,Euxoa recula-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Alkali L.,OR,43,-119.995,4343,2001,9,21,Crabo/Troubridge,
euxoa-ridingsiana,Euxoa ridingsiana-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Jasper, 4 mi. NNE",AB,52.92,-118.03,3358,1994,7,29,Crabo/Troubridge,
euxoa-ridingsiana,Euxoa ridingsiana-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Jasper, 4 mi. NNE",AB,52.92,-118.03,3358,1994,7,29,Crabo/Troubridge,
euxoa-rockburnei,Euxoa rockburnei-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Satus Pass to Simcoe Butte,WA,45.99,-120.66,3288,2000,9,1,L. G. Crabo,
euxoa-rockburnei,Euxoa rockburnei-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Satus Pass to Simcoe Butte,WA,45.99,-120.66,3288,2000,9,1,L. G. Crabo,
euxoa-rufula,Euxoa rufula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
euxoa-rufula,Euxoa rufula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
euxoa-satiens,Euxoa satiens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,1994,9,13,L. G. Crabo,
euxoa-satiens,Euxoa satiens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Jameson L., SW end",WA,47.66,-119.62,1967,1994,9,13,L. G. Crabo,
euxoa-satiens,Euxoa satiens-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Potholes Res., W; sanddunes",WA,46.98,-119.45,1112,1995,9,7,L. G. Crabo,
euxoa-satiens,Euxoa satiens-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Potholes Res., W; sanddunes",WA,46.98,-119.45,1112,1995,9,7,L. G. Crabo,
euxoa-satis,Euxoa satis-A-V.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,ventral,A,,Simcoe Butte,WA,45.99,-120.66,3288,2000,7,7,L. & E. Crabo,
euxoa-satis,Euxoa satis-B-D.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,dorsal,B,,"Chumstick Mtn., 2mS",WA,47.62,-120.45,4033,2003,7,3,L. & E. Crabo,
euxoa-satis,Euxoa satis-B-V.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,ventral,B,,"Chumstick Mtn., 2mS",WA,47.62,-120.45,4033,2003,7,3,L. & E. Crabo,
euxoa-satis,Euxoa_satis-A-D.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
euxoa-scotogrammoides,Euxoa scotogrammoides-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chrome Ridge,OR,42.442,-123.729,3779,2007,6,12,L. G. Crabo,
euxoa-scotogrammoides,Euxoa scotogrammoides-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chrome Ridge,OR,42.442,-123.729,3779,2007,6,12,L. G. Crabo,
euxoa-scotogrammoides,Euxoa scotogrammoides-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Palouse Falls SP, nr.",WA,46.664,-118.223,845,2004,5,19,L. G. Crabo,
euxoa-scotogrammoides,Euxoa scotogrammoides-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Palouse Falls SP, nr.",WA,46.664,-118.223,845,2004,5,19,L. G. Crabo,
euxoa-septentrionalis,Euxoa septentrionalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Cr.; Durr Rd.,WA,46.88,-120.57,2443,2000,8,25,L. G. Crabo,
euxoa-septentrionalis,Euxoa septentrionalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Umtanum Cr.; Durr Rd.,WA,46.88,-120.57,2443,2000,8,25,L. G. Crabo,
euxoa-septentrionalis,Euxoa septentrionalis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Washtucna, nr. @ sanddunes",WA,46.78,-118.53,1424,1997,9,4,L. G. Crabo,
euxoa-septentrionalis,Euxoa septentrionalis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Washtucna, nr. @ sanddunes",WA,46.78,-118.53,1424,1997,9,4,L. G. Crabo,
euxoa-servitus,Euxoa servitus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2002,7,12,L. & E. Crabo,
