species_slug,filename,photographer,weight,license,view,specimen,navigational,locality,state,latitude,longitude,elevation_ft,year,month,day,collector,subspecies
dasychira-grisefacta,Dasychira grisefacta-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Little Hoquiam, 2mE; Grapeview Loop Rd.",WA,47.31,-122.9,204,1989,7,24,L. G. Crabo,
dasychira-grisefacta,Dasychira grisefacta-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,"Cascade Mtns, 1.3mi NW of Kachess Dam",WA,47.27,-121.22,715,1992,7,17,LG Crabo,
dasychira-grisefacta,Dasychira grisefacta-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,"Cascade Mtns, 1.3mi NW of Kachess Dam",WA,47.27,-121.22,715,1992,7,17,LG Crabo,
dasychira-plagiata,Dasychira plagiata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Deer L, Tower 5 mi NW of town",NF,49.23,-57.47,,1985,7,12,LG Crabo,
dasychira-plagiata,Dasychira plagiata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Deer L, Tower 5 mi NW of town",NF,49.23,-57.47,,1985,7,12,LG Crabo,
dasychira-vagans,Dasychira vagans-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"North Bend, 7.5 mi E; Middle Fk. Snoqualmie R.",WA,47.5,-121.63,834,1988,7,19,L. G. Crabo,
dasychira-vagans,Dasychira vagans-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"North Bend, 7.5 mi E; Middle Fk. Snoqualmie R.",WA,47.5,-121.63,834,1988,7,19,L. G. Crabo,
dasychira-vagans,Dasychira vagans-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Sproule Cr.,BC,49.533,-117.417,2837,2007,7,19,Crabo/Shepard,
dasychira-vagans,Dasychira vagans-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Sproule Cr.,BC,49.533,-117.417,2837,2007,7,19,Crabo/Shepard,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
datana-californica,Datana ministra-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,L. Roosevelt; S of Jim Mt.,WA,47.9,-118.495,2075,2004,6,24,E. & L. Crabo,
datana-californica,Datana ministra-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,L. Roosevelt; S of Jim Mt.,WA,47.9,-118.495,2075,2004,6,24,E. & L. Crabo,
deilephila-elpenor,Deilephila elpenor-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Austria : Vienna,,48.21,-16.37,,1932,6,10,Emil Werner,
deilephila-elpenor,Deilephila elpenor-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Austria : Vienna,,48.21,-16.37,,1932,6,10,Emil Werner,
deilephila-elpenor,Deilephila elpenor-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Sweden : Smaland, Virseram",,57.3,15.58,,,,,G Petterson,
deilephila-elpenor,Deilephila elpenor-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Sweden : Smaland, Virseram",,57.3,15.58,,,,,G Petterson,
deltote-bellicula,Deltote bellicula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Prescott, Caledonia Twp, Alfred Bog",ON,45.3,-74.49,223,1986,5,27,LG Crabo,
deltote-bellicula,Deltote bellicula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Prescott, Caledonia Twp, Alfred Bog",ON,45.3,-74.49,223,1986,5,27,LG Crabo,
diachrysia-aereoides,Diachrysia aeroides-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Hailstone Butte,AB,50.2,-114.44,6676,2007,7,18,L. G. Crabo,
diachrysia-aereoides,Diachrysia aeroides-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Hailstone Butte,AB,50.2,-114.44,6676,2007,7,18,L. G. Crabo,
diarsia-calgary,Diarsia calgary-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Head of Pine Cr,CA,,,,1909,7,1,FH Wolley Dod,
diarsia-calgary,Diarsia calgary-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Head of Pine Cr,CA,,,,1909,7,1,FH Wolley Dod,
diarsia-dislocata,Diarsia dislocata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Goodlow, 4.3 mi. W; bog",BC,56.333,-120.25,2397,1999,7,11,Crabo/Troubridge,
diarsia-dislocata,Diarsia dislocata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Goodlow, 4.3 mi. W; bog",BC,56.333,-120.25,2397,1999,7,11,Crabo/Troubridge,
diarsia-dislocata,Diarsia dislocata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Salmon Meadows,WA,48.66,-119.84,4503,1996,7,13,L. & E. Crabo,
diarsia-dislocata,Diarsia dislocata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Salmon Meadows,WA,48.66,-119.84,4503,1996,7,13,L. & E. Crabo,
diarsia-esurialis,Diarsia esurialis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Ocean City S. P.,WA,47.03,-124.16,21,1997,7,10,L. G. Crabo,
diarsia-esurialis,Diarsia esurialis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Ocean City S. P.,WA,47.03,-124.16,21,1997,7,10,L. G. Crabo,
diarsia-esurialis,Diarsia esurialis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Razor Hone Cr.,WA,48.86,-121.65,3436,1994,7,12,L. G. Crabo,
diarsia-esurialis,Diarsia esurialis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Razor Hone Cr.,WA,48.86,-121.65,3436,1994,7,12,L. G. Crabo,
diarsia-rosaria,Diarsia rosaria-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
diarsia-rosaria,Diarsia rosaria-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
diarsia-rosaria,Diarsia rosaria-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Mission Ridge,BC,50.76,-122.16,6643,1994,7,15,Crabo/Troubridge,
diarsia-rosaria,Diarsia rosaria-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Mission Ridge,BC,50.76,-122.16,6643,1994,7,15,Crabo/Troubridge,
diarsia-rosaria,Diarsia rosaria-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,"Potholes Res., W; sanddunes",WA,46.98,-119.45,1112,1995,9,7,L. G. Crabo,
diarsia-rosaria,Diarsia rosaria-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,"Potholes Res., W; sanddunes",WA,46.98,-119.45,1112,1995,9,7,L. G. Crabo,
diarsia-rubifera,Diarsia rubifera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Mt. Hamell, S slope",AB,53.94,-119.18,3489,1994,7,27,Crabo/Troubridge,
diarsia-rubifera,Diarsia rubifera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Mt. Hamell, S slope",AB,53.94,-119.18,3489,1994,7,27,Crabo/Troubridge,
dichagyris-grotei,Dichagyris grotei-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
dichagyris-grotei,Dichagyris grotei-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
dichagyris-variabilis,Dichagyris variabilis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Cr at Yakima R,WA,46.86,-120.48,500,1988,8,15,LG Crabo,
dichagyris-variabilis,Dichagyris variabilis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Umtanum Cr at Yakima R,WA,46.86,-120.48,500,1988,8,15,LG Crabo,
dichagyris-variabilis,Dichagyris variabilis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Jackson Cr,CA,39.84,-120.66,5300,2003,8,26,LG Crabo,
dichagyris-variabilis,Dichagyris variabilis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Jackson Cr,CA,39.84,-120.66,5300,2003,8,26,LG Crabo,
dichagyris-variabilis,Dichagyris variabilis-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,"Chuckanut Mt., W slope",WA,48.68,-122.48,958,1995,7,23,L. G. Crabo,
dichagyris-variabilis,Dichagyris variabilis-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,"Chuckanut Mt., W slope",WA,48.68,-122.48,958,1995,7,23,L. G. Crabo,
digrammia-burneyata,Digrammia burnegata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-burneyata,Digrammia burnegata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-burneyata,Digrammia burnegata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-burneyata,Digrammia burnegata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-californiaria,Digrammia californaria - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-californiaria,Digrammia californaria - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-cinereola,Digrammia cinereola - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-cinereola,Digrammia cinereola - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-curvata,Digrammia curvata - A-V.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-curvata,Digrammia curvata - B-D.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-curvata,Digrammia curvata - B-V.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-decorata,Digrammia decorata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-decorata,Digrammia decorata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-decorata,Digrammia decorata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-decorata,Digrammia decorata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-delectata,Digrammia delectata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
digrammia-delectata,Digrammia delectata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
digrammia-delectata,Digrammia delectata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
digrammia-delectata,Digrammia delectata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
digrammia-denticulata,Digrammia denticulata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
digrammia-denticulata,Digrammia denticulata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
digrammia-denticulata,Digrammia denticulata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
digrammia-denticulata,Digrammia denticulata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
digrammia-excurvata,Digrammia excurvata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-excurvata,Digrammia excurvata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-excurvata,Digrammia excurvata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-excurvata,Digrammia excurvata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-extenuata,Digrammia extenuate - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-extenuata,Digrammia extenuate - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-irrorata,Digrammia irrorata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-irrorata,Digrammia irrorata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-modocata,Digrammia modocata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-modocata,Digrammia modocata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-modocata,Digrammia modocata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-modocata,Digrammia modocata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-muscariata,Digrammia muscariata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-muscariata,Digrammia muscariata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-muscariata,Digrammia muscariata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-muscariata,Digrammia muscariata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-napensis,Digrammia napensis -A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
digrammia-napensis,Digrammia napensis -A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
digrammia-napensis,Digrammia napensis -B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
digrammia-napensis,Digrammia napensis -B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
digrammia-neptaria,Digrammia neptaria - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-neptaria,Digrammia neptaria - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-neptaria,Digrammia neptaria - B -V.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-neptaria,Digrammia neptaria - B-D.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-nubiculata,Digrammia nubicalatata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
digrammia-nubiculata,Digrammia nubicalatata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
digrammia-nubiculata,Digrammia nubicalatata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
digrammia-nubiculata,Digrammia nubicalatata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
digrammia-rippertaria,Digrammia rippertaria - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-rippertaria,Digrammia rippertaria - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-rippertaria,Digrammia rippertaria - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-rippertaria,Digrammia rippertaria - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-sexpunctata,Digrammia sexpunctata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-subminiata,Digrammia subminiata - A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-subminiata,Digrammia subminiata - A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-subminiata,Digrammia subminiata - B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,,,,,,,,,,,,,
digrammia-subminiata,Digrammia subminiata - B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,,,,,,,,,,,,,
dodia-albertae,Dodia_albertae-B-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
dodia-albertae,Dodia_albertae-B-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
dodia-tarandus,Dodia_tarandus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
dodia-tarandus,Dodia_tarandus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-D-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,D,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-D-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,D,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-E-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,E,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-E-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,E,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-F-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,F,,,,,,,,,,,
dolocucullia-dentilinea,Dolocucullia_dentilinea-F-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,F,,,,,,,,,,,
dolocucullia-poolei,Dolocucullia_poolei-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
dolocucullia-poolei,Dolocucullia_poolei-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
dolocucullia-poolei,Dolocucullia_poolei-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
dolocucullia-poolei,Dolocucullia_poolei-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
drasteria-adumbrata,Drasteria adumbrata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
drasteria-adumbrata,Drasteria adumbrata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
drasteria-adumbrata,Drasteria adumbrata-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
drasteria-adumbrata,Drasteria adumbrata-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
drasteria-divergens,Drasteria divergens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Sunset Point,WA,46.172,-117.534,5742,2000,7,8,L. G. Crabo,
drasteria-divergens,Drasteria divergens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Sunset Point,WA,46.172,-117.534,5742,2000,7,8,L. G. Crabo,
drasteria-divergens,Drasteria divergens-B-A-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
drasteria-divergens,Drasteria divergens-B-A-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
drasteria-edwardsii,Drasteria edwardsii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Selma, 8 mi. W",OR,42.303,-123.766,1067,2005,5,10,L. G. Crabo,
drasteria-edwardsii,Drasteria edwardsii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Selma, 8 mi. W",OR,42.303,-123.766,1067,2005,5,10,L. G. Crabo,
drasteria-hastingsii,Drasteria hastingsii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Sand Hills,WA,46.78,-118.532,445,2004,5,19,LG Crabo,
drasteria-hastingsii,Drasteria hastingsii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Sand Hills,WA,46.78,-118.532,445,2004,5,19,LG Crabo,
drasteria-hastingsii,Drasteria hastingsii-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Fort Okanogan SP,WA,48.09,-119.67,791,1995,5,29,L. & A. Crabo,
drasteria-hastingsii,Drasteria hastingsii-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Fort Okanogan SP,WA,48.09,-119.67,791,1995,5,29,L. & A. Crabo,
drasteria-howlandii,Drasteria howlandii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Hwy. 26 2.3 mi. E. of Columbia R.,WA,46.924,-119.908,1046,2000,8,25,L. G. Crabo,
drasteria-howlandii,Drasteria howlandii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Hwy. 26 2.3 mi. E. of Columbia R.,WA,46.924,-119.908,1046,2000,8,25,L. G. Crabo,
drasteria-hudsonica,Drasteria hudsonica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
drasteria-hudsonica,Drasteria hudsonica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Harvey Cr.,WA,48.767,-117.262,3274,2004,6,23,L. & E. Crabo,
drasteria-hudsonica,Drasteria hudsonica-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Harts Pass Rd. @ Deadhorse Pt.,WA,48.64,-120.46,3841,1999,8,3,L. G. Crabo,
drasteria-hudsonica,Drasteria hudsonica-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Harts Pass Rd. @ Deadhorse Pt.,WA,48.64,-120.46,3841,1999,8,3,L. G. Crabo,
drasteria-inepta,Drasteria inepta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Willow Flats Campground,ID,42.139,-111.623,,2010,7,18,J. & S. Shepard,
drasteria-inepta,Drasteria inepta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Willow Flats Campground,ID,42.139,-111.623,,2010,7,18,J. & S. Shepard,
drasteria-mirifica,Drasteria mirifica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
drasteria-mirifica,Drasteria mirifica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
drasteria-nubicola,Drasteria nubicola-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Mono Valley, Hwy 167 N of Mono L. Salt flat at springs",CA,38.09,-118.99,6460,1995,8,1,J. Troubridge & LG Crabo,
drasteria-nubicola,Drasteria nubicola-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Mono Valley, Hwy 167 N of Mono L. Salt flat at springs",CA,38.09,-118.99,6460,1995,8,1,J. Troubridge & LG Crabo,
drasteria-ochracea,Drasteria ochracea-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"South Prairie, 2mS; Big Lava Bed",WA,45.89,-121.72,3364,1999,7,24,L. G. Crabo,
drasteria-ochracea,Drasteria ochracea-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"South Prairie, 2mS; Big Lava Bed",WA,45.89,-121.72,3364,1999,7,24,L. G. Crabo,
drasteria-pallescens,Drasteria pallescens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Patagonia Mts Harshaw,AZ,31.466,-110.712,4888,2008,7,30,LG Crabo,
drasteria-pallescens,Drasteria pallescens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Patagonia Mts Harshaw,AZ,31.466,-110.712,4888,2008,7,30,LG Crabo,
drasteria-parallela,Drasteria convergens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chumstick Mt.,WA,47.63,-120.44,4586,2004,6,21,L. & E. Crabo,
